wavelength,absorbance,
11540.79848,0.04861,
11533.08404,0.04859,
11525.3696,0.04845,
11517.65516,0.04842,
11509.94073,0.04837,
11502.22629,0.04828,
11494.51185,0.04804,
11486.79741,0.04762,
11479.08298,0.04744,
11471.36854,0.04744,
11463.6541,0.04708,
11455.93966,0.04632,
11448.22523,0.04566,
11440.51079,0.04564,
11432.79635,0.04615,
11425.08191,0.04645,
11417.36748,0.04616,
11409.65304,0.0457,
11401.9386,0.04553,
11394.22416,0.04556,
11386.50973,0.04552,
11378.79529,0.04538,
11371.08085,0.04517,
11363.36642,0.04491,
11355.65198,0.04456,
11347.93754,0.04433,
11340.2231,0.04446,
11332.50867,0.04468,
11324.79423,0.04467,
11317.07979,0.04462,
11309.36535,0.04454,
11301.65092,0.0443,
11293.93648,0.04409,
11286.22204,0.04399,
11278.5076,0.04379,
11270.79317,0.04354,
11263.07873,0.04351,
11255.36429,0.04349,
11247.64985,0.04325,
11239.93542,0.04303,
11232.22098,0.04293,
11224.50654,0.04289,
11216.7921,0.04294,
11209.07767,0.04279,
11201.36323,0.0425,
11193.64879,0.04243,
11185.93435,0.0425,
11178.21992,0.04243,
11170.50548,0.04228,
11162.79104,0.04217,
11155.0766,0.04206,
11147.36217,0.04202,
11139.64773,0.04191,
11131.93329,0.0415,
11124.21885,0.04103,
11116.50442,0.04082,
11108.78998,0.0408,
11101.07554,0.04078,
11093.3611,0.04083,
11085.64667,0.04096,
11077.93223,0.04094,
11070.21779,0.04079,
11062.50335,0.0406,
11054.78892,0.0404,
11047.07448,0.04036,
11039.36004,0.04047,
11031.6456,0.04054,
11023.93117,0.04044,
11016.21673,0.04016,
11008.50229,0.03987,
11000.78785,0.03967,
10993.07342,0.03962,
10985.35898,0.03974,
10977.64454,0.03971,
10969.9301,0.03949,
10962.21567,0.03946,
10954.50123,0.03947,
10946.78679,0.03923,
10939.07235,0.03916,
10931.35792,0.03953,
10923.64348,0.03987,
10915.92904,0.03983,
10908.2146,0.03961,
10900.50017,0.03934,
10892.78573,0.03887,
10885.07129,0.03813,
10877.35685,0.03758,
10869.64242,0.03751,
10861.92798,0.03766,
10854.21354,0.03769,
10846.4991,0.03761,
10838.78467,0.03752,
10831.07023,0.03746,
10823.35579,0.0374,
10815.64135,0.03735,
10807.92692,0.0373,
10800.21248,0.03711,
10792.49804,0.03677,
10784.7836,0.03643,
10777.06917,0.03631,
10769.35473,0.03638,
10761.64029,0.03645,
10753.92585,0.03649,
10746.21142,0.03652,
10738.49698,0.03628,
10730.78254,0.0359,
10723.0681,0.0357,
10715.35367,0.03556,
10707.63923,0.03541,
10699.92479,0.03526,
10692.21035,0.03509,
10684.49592,0.03503,
10676.78148,0.03508,
10669.06704,0.03491,
10661.3526,0.03449,
10653.63817,0.03422,
10645.92373,0.03415,
10638.20929,0.03405,
10630.49485,0.03399,
10622.78042,0.03386,
10615.06598,0.0336,
10607.35154,0.03338,
10599.6371,0.03323,
10591.92267,0.03313,
10584.20823,0.03314,
10576.49379,0.03317,
10568.77935,0.03311,
10561.06492,0.03307,
10553.35048,0.03305,
10545.63604,0.03292,
10537.9216,0.03282,
10530.20717,0.03277,
10522.49273,0.03261,
10514.77829,0.03246,
10507.06385,0.03242,
10499.34942,0.03235,
10491.63498,0.03219,
10483.92054,0.03203,
10476.2061,0.03194,
10468.49167,0.03182,
10460.77723,0.03166,
10453.06279,0.0316,
10445.34835,0.03158,
10437.63392,0.03152,
10429.91948,0.03153,
10422.20504,0.03157,
10414.4906,0.03147,
10406.77617,0.03133,
10399.06173,0.03133,
10391.34729,0.0314,
10383.63285,0.03133,
10375.91842,0.03121,
10368.20398,0.03132,
10360.48954,0.03163,
10352.7751,0.03188,
10345.06067,0.03199,
10337.34623,0.03208,
10329.63179,0.03227,
10321.91735,0.03229,
10314.20292,0.03209,
10306.48848,0.03203,
10298.77404,0.03228,
10291.0596,0.03257,
10283.34517,0.03273,
10275.63073,0.03283,
10267.91629,0.03299,
10260.20185,0.03317,
10252.48742,0.03342,
10244.77298,0.03372,
10237.05854,0.03388,
10229.3441,0.03391,
10221.62967,0.03403,
10213.91523,0.03427,
10206.20079,0.03443,
10198.48635,0.03453,
10190.77192,0.03468,
10183.05748,0.03482,
10175.34304,0.03502,
10167.6286,0.03536,
10159.91417,0.03563,
10152.19973,0.03562,
10144.48529,0.03535,
10136.77085,0.03512,
10129.05642,0.03515,
10121.34198,0.03526,
10113.62754,0.03521,
10105.91311,0.0352,
10098.19867,0.0354,
10090.48423,0.03557,
10082.76979,0.03559,
10075.05536,0.03557,
10067.34092,0.03557,
10059.62648,0.03553,
10051.91204,0.03547,
10044.19761,0.03541,
10036.48317,0.03536,
10028.76873,0.03529,
10021.05429,0.03526,
10013.33986,0.03527,
10005.62542,0.03526,
9997.91098,0.03525,
9990.19654,0.03529,
9982.48211,0.03527,
9974.76767,0.03515,
9967.05323,0.03506,
9959.33879,0.03494,
9951.62436,0.0348,
9943.90992,0.03477,
9936.19548,0.03481,
9928.48104,0.03481,
9920.76661,0.03484,
9913.05217,0.03494,
9905.33773,0.035,
9897.62329,0.03501,
9889.90886,0.03503,
9882.19442,0.03492,
9874.47998,0.03465,
9866.76554,0.03439,
9859.05111,0.03423,
9851.33667,0.03408,
9843.62223,0.03393,
9835.90779,0.03379,
9828.19336,0.03368,
9820.47892,0.03367,
9812.76448,0.03378,
9805.05004,0.03388,
9797.33561,0.03382,
9789.62117,0.03364,
9781.90673,0.03351,
9774.19229,0.03343,
9766.47786,0.0333,
9758.76342,0.03308,
9751.04898,0.03286,
9743.33454,0.03276,
9735.62011,0.03267,
9727.90567,0.03248,
9720.19123,0.03228,
9712.47679,0.03216,
9704.76236,0.03206,
9697.04792,0.032,
9689.33348,0.03196,
9681.61904,0.03187,
9673.90461,0.03173,
9666.19017,0.03159,
9658.47573,0.03152,
9650.76129,0.03151,
9643.04686,0.03139,
9635.33242,0.0312,
9627.61798,0.03108,
9619.90354,0.03095,
9612.18911,0.03078,
9604.47467,0.03069,
9596.76023,0.03059,
9589.04579,0.03043,
9581.33136,0.0303,
9573.61692,0.03026,
9565.90248,0.03024,
9558.18804,0.03012,
9550.47361,0.02995,
9542.75917,0.0298,
9535.04473,0.02966,
9527.33029,0.02953,
9519.61586,0.02946,
9511.90142,0.02941,
9504.18698,0.0294,
9496.47254,0.02942,
9488.75811,0.02941,
9481.04367,0.02931,
9473.32923,0.02906,
9465.61479,0.02881,
9457.90036,0.02877,
9450.18592,0.02881,
9442.47148,0.02878,
9434.75704,0.02864,
9427.04261,0.0284,
9419.32817,0.02823,
9411.61373,0.02826,
9403.89929,0.02831,
9396.18486,0.02822,
9388.47042,0.02806,
9380.75598,0.02792,
9373.04154,0.02778,
9365.32711,0.02766,
9357.61267,0.02763,
9349.89823,0.0276,
9342.18379,0.02749,
9334.46936,0.02735,
9326.75492,0.02723,
9319.04048,0.02712,
9311.32604,0.02706,
9303.61161,0.02702,
9295.89717,0.02688,
9288.18273,0.0267,
9280.46829,0.0266,
9272.75386,0.02654,
9265.03942,0.0264,
9257.32498,0.0262,
9249.61054,0.02604,
9241.89611,0.02597,
9234.18167,0.02598,
9226.46723,0.02602,
9218.75279,0.02598,
9211.03836,0.02585,
9203.32392,0.02571,
9195.60948,0.02561,
9187.89504,0.02554,
9180.18061,0.02551,
9172.46617,0.02544,
9164.75173,0.02528,
9157.03729,0.0251,
9149.32286,0.02501,
9141.60842,0.02496,
9133.89398,0.0249,
9126.17954,0.02483,
9118.46511,0.02473,
9110.75067,0.02468,
9103.03623,0.02468,
9095.32179,0.02467,
9087.60736,0.02463,
9079.89292,0.02452,
9072.17848,0.02441,
9064.46404,0.02434,
9056.74961,0.02426,
9049.03517,0.0242,
9041.32073,0.02425,
9033.60629,0.02434,
9025.89186,0.02432,
9018.17742,0.02419,
9010.46298,0.02408,
9002.74854,0.02404,
8995.03411,0.02403,
8987.31967,0.02401,
8979.60523,0.02401,
8971.89079,0.02403,
8964.17636,0.02401,
8956.46192,0.02402,
8948.74748,0.02415,
8941.03304,0.02436,
8933.31861,0.02454,
8925.60417,0.02463,
8917.88973,0.02472,
8910.17529,0.02484,
8902.46086,0.025,
8894.74642,0.02518,
8887.03198,0.02539,
8879.31754,0.02562,
8871.60311,0.02586,
8863.88867,0.02607,
8856.17423,0.0263,
8848.45979,0.02663,
8840.74536,0.02699,
8833.03092,0.02729,
8825.31648,0.02756,
8817.60205,0.02786,
8809.88761,0.02821,
8802.17317,0.02859,
8794.45873,0.02893,
8786.7443,0.02926,
8779.02986,0.02961,
8771.31542,0.02994,
8763.60098,0.03018,
8755.88655,0.03038,
8748.17211,0.0306,
8740.45767,0.03079,
8732.74323,0.03097,
8725.0288,0.03118,
8717.31436,0.03142,
8709.59992,0.03169,
8701.88548,0.03198,
8694.17105,0.03225,
8686.45661,0.03248,
8678.74217,0.03274,
8671.02773,0.03308,
8663.3133,0.03349,
8655.59886,0.03393,
8647.88442,0.03441,
8640.16998,0.03494,
8632.45555,0.03555,
8624.74111,0.03619,
8617.02667,0.03681,
8609.31223,0.03745,
8601.5978,0.0381,
8593.88336,0.03873,
8586.16892,0.0394,
8578.45448,0.04009,
8570.74005,0.04069,
8563.02561,0.0412,
8555.31117,0.04175,
8547.59673,0.04239,
8539.8823,0.04303,
8532.16786,0.0436,
8524.45342,0.04415,
8516.73898,0.04479,
8509.02455,0.04551,
8501.31011,0.0462,
8493.59567,0.04683,
8485.88123,0.04745,
8478.1668,0.04802,
8470.45236,0.04857,
8462.73792,0.04919,
8455.02348,0.04989,
8447.30905,0.05054,
8439.59461,0.0511,
8431.88017,0.05162,
8424.16573,0.05209,
8416.4513,0.05247,
8408.73686,0.0528,
8401.02242,0.05312,
8393.30798,0.05339,
8385.59355,0.05359,
8377.87911,0.05377,
8370.16467,0.0539,
8362.45023,0.05399,
8354.7358,0.05408,
8347.02136,0.05419,
8339.30692,0.05429,
8331.59248,0.05432,
8323.87805,0.05431,
8316.16361,0.05434,
8308.44917,0.0544,
8300.73473,0.05446,
8293.0203,0.0545,
8285.30586,0.05447,
8277.59142,0.0544,
8269.87698,0.05435,
8262.16255,0.0543,
8254.44811,0.05415,
8246.73367,0.0539,
8239.01923,0.05369,
8231.3048,0.05356,
8223.59036,0.0534,
8215.87592,0.05312,
8208.16148,0.05282,
8200.44705,0.05255,
8192.73261,0.05228,
8185.01817,0.05198,
8177.30373,0.05163,
8169.5893,0.05124,
8161.87486,0.05086,
8154.16042,0.05053,
8146.44598,0.05021,
8138.73155,0.04988,
8131.01711,0.04959,
8123.30267,0.04936,
8115.58823,0.04914,
8107.8738,0.04889,
8100.15936,0.04863,
8092.44492,0.04836,
8084.73048,0.04808,
8077.01605,0.04782,
8069.30161,0.0476,
8061.58717,0.04739,
8053.87273,0.04716,
8046.1583,0.04691,
8038.44386,0.04669,
8030.72942,0.04648,
8023.01498,0.0463,
8015.30055,0.04616,
8007.58611,0.04604,
7999.87167,0.04591,
7992.15723,0.04578,
7984.4428,0.04565,
7976.72836,0.04554,
7969.01392,0.04545,
7961.29948,0.04539,
7953.58505,0.04535,
7945.87061,0.04532,
7938.15617,0.0453,
7930.44173,0.04527,
7922.7273,0.04524,
7915.01286,0.04524,
7907.29842,0.04527,
7899.58398,0.04529,
7891.86955,0.04527,
7884.15511,0.04525,
7876.44067,0.04524,
7868.72623,0.04523,
7861.0118,0.04517,
7853.29736,0.04508,
7845.58292,0.04499,
7837.86848,0.0449,
7830.15405,0.0448,
7822.43961,0.04467,
7814.72517,0.04451,
7807.01073,0.04431,
7799.2963,0.04409,
7791.58186,0.04388,
7783.86742,0.04366,
7776.15298,0.04348,
7768.43855,0.04334,
7760.72411,0.04321,
7753.00967,0.04303,
7745.29523,0.0428,
7737.5808,0.04256,
7729.86636,0.04236,
7722.15192,0.04222,
7714.43748,0.04211,
7706.72305,0.04199,
7699.00861,0.04185,
7691.29417,0.04172,
7683.57973,0.04161,
7675.8653,0.04155,
7668.15086,0.04151,
7660.43642,0.04142,
7652.72198,0.04131,
7645.00755,0.04123,
7637.29311,0.04122,
7629.57867,0.04123,
7621.86423,0.04124,
7614.1498,0.04124,
7606.43536,0.04127,
7598.72092,0.04132,
7591.00648,0.04138,
7583.29205,0.0414,
7575.57761,0.04144,
7567.86317,0.04152,
7560.14874,0.04166,
7552.4343,0.04187,
7544.71986,0.04211,
7537.00542,0.04236,
7529.29099,0.04262,
7521.57655,0.0429,
7513.86211,0.04322,
7506.14767,0.04363,
7498.43324,0.04413,
7490.7188,0.04466,
7483.00436,0.04517,
7475.28992,0.04571,
7467.57549,0.04634,
7459.86105,0.04704,
7452.14661,0.0478,
7444.43217,0.04865,
7436.71774,0.04956,
7429.0033,0.05051,
7421.28886,0.05149,
7413.57442,0.05253,
7405.85999,0.0536,
7398.14555,0.05467,
7390.43111,0.0557,
7382.71667,0.05672,
7375.00224,0.05788,
7367.2878,0.05914,
7359.57336,0.06027,
7351.85892,0.06118,
7344.14449,0.0621,
7336.43005,0.06314,
7328.71561,0.06413,
7321.00117,0.065,
7313.28674,0.06581,
7305.5723,0.06659,
7297.85786,0.06735,
7290.14342,0.0681,
7282.42899,0.06884,
7274.71455,0.06945,
7267.00011,0.06993,
7259.28567,0.0704,
7251.57124,0.07081,
7243.8568,0.07115,
7236.14236,0.07162,
7228.42792,0.07244,
7220.71349,0.0735,
7212.99905,0.07457,
7205.28461,0.07569,
7197.57017,0.07691,
7189.85574,0.07803,
7182.1413,0.07904,
7174.42686,0.08001,
7166.71242,0.08107,
7158.99799,0.08239,
7151.28355,0.08367,
7143.56911,0.08485,
7135.85467,0.08636,
7128.14024,0.08803,
7120.4258,0.08968,
7112.71136,0.0915,
7104.99692,0.0936,
7097.28249,0.09598,
7089.56805,0.0987,
7081.85361,0.10156,
7074.13917,0.10453,
7066.42474,0.10778,
7058.7103,0.11129,
7050.99586,0.11494,
7043.28142,0.1188,
7035.56699,0.12281,
7027.85255,0.1268,
7020.13811,0.1308,
7012.42367,0.13483,
7004.70924,0.13881,
6996.9948,0.14265,
6989.28036,0.14628,
6981.56592,0.14971,
6973.85149,0.15299,
6966.13705,0.15605,
6958.42261,0.15883,
6950.70817,0.16135,
6942.99374,0.16363,
6935.2793,0.16568,
6927.56486,0.16752,
6919.85042,0.16913,
6912.13599,0.17059,
6904.42155,0.17189,
6896.70711,0.17299,
6888.99267,0.17398,
6881.27824,0.17492,
6873.5638,0.17576,
6865.84936,0.17646,
6858.13492,0.17707,
6850.42049,0.17758,
6842.70605,0.178,
6834.99161,0.1783,
6827.27717,0.17852,
6819.56274,0.17869,
6811.8483,0.17885,
6804.13386,0.17899,
6796.41942,0.17912,
6788.70499,0.17922,
6780.99055,0.17926,
6773.27611,0.17926,
6765.56167,0.17926,
6757.84724,0.1793,
6750.1328,0.17937,
6742.41836,0.17946,
6734.70392,0.17953,
6726.98949,0.17959,
6719.27505,0.17964,
6711.56061,0.17968,
6703.84617,0.17973,
6696.13174,0.17975,
6688.4173,0.17973,
6680.70286,0.17969,
6672.98842,0.17961,
6665.27399,0.17948,
6657.55955,0.1793,
6649.84511,0.17912,
6642.13067,0.17894,
6634.41624,0.17872,
6626.7018,0.17845,
6618.98736,0.17815,
6611.27292,0.17782,
6603.55849,0.17746,
6595.84405,0.17708,
6588.12961,0.17671,
6580.41517,0.17634,
6572.70074,0.17598,
6564.9863,0.17563,
6557.27186,0.17529,
6549.55742,0.17499,
6541.84299,0.17475,
6534.12855,0.17457,
6526.41411,0.17442,
6518.69967,0.17431,
6510.98524,0.17424,
6503.2708,0.17418,
6495.55636,0.17417,
6487.84192,0.17421,
6480.12749,0.17427,
6472.41305,0.17438,
6464.69861,0.17453,
6456.98417,0.1747,
6449.26974,0.17486,
6441.5553,0.17501,
6433.84086,0.17517,
6426.12642,0.17533,
6418.41199,0.17548,
6410.69755,0.17566,
6402.98311,0.1759,
6395.26867,0.17618,
6387.55424,0.17649,
6379.8398,0.17677,
6372.12536,0.17703,
6364.41092,0.17727,
6356.69649,0.17743,
6348.98205,0.17751,
6341.26761,0.17753,
6333.55317,0.1775,
6325.83874,0.17742,
6318.1243,0.17726,
6310.40986,0.17705,
6302.69543,0.17682,
6294.98099,0.17658,
6287.26655,0.17625,
6279.55211,0.17586,
6271.83768,0.17543,
6264.12324,0.17497,
6256.4088,0.17448,
6248.69436,0.17399,
6240.97993,0.17349,
6233.26549,0.17296,
6225.55105,0.17241,
6217.83661,0.17185,
6210.12218,0.17129,
6202.40774,0.17075,
6194.6933,0.17024,
6186.97886,0.16971,
6179.26443,0.16916,
6171.54999,0.16861,
6163.83555,0.16809,
6156.12111,0.16756,
6148.40668,0.16705,
6140.69224,0.1666,
6132.9778,0.16619,
6125.26336,0.16581,
6117.54893,0.16543,
6109.83449,0.16507,
6102.12005,0.16475,
6094.40561,0.16446,
6086.69118,0.16419,
6078.97674,0.16401,
6071.2623,0.16393,
6063.54786,0.16392,
6055.83343,0.16398,
6048.11899,0.16413,
6040.40455,0.16439,
6032.69011,0.16472,
6024.97568,0.16508,
6017.26124,0.16547,
6009.5468,0.16587,
6001.83236,0.16624,
5994.11793,0.16659,
5986.40349,0.16695,
5978.68905,0.16737,
5970.97461,0.16792,
5963.26018,0.16861,
5955.54574,0.16945,
5947.8313,0.17043,
5940.11686,0.17159,
5932.40243,0.17293,
5924.68799,0.17438,
5916.97355,0.1758,
5909.25911,0.17704,
5901.54468,0.17805,
5893.83024,0.17883,
5886.1158,0.17948,
5878.40136,0.18006,
5870.68693,0.18056,
5862.97249,0.181,
5855.25805,0.1815,
5847.54361,0.18211,
5839.82918,0.18284,
5832.11474,0.18366,
5824.4003,0.18451,
5816.68586,0.18536,
5808.97143,0.1862,
5801.25699,0.18701,
5793.54255,0.18776,
5785.82811,0.18836,
5778.11368,0.18874,
5770.39924,0.18889,
5762.6848,0.1889,
5754.97036,0.18883,
5747.25593,0.18873,
5739.54149,0.18856,
5731.82705,0.18828,
5724.11261,0.18782,
5716.39818,0.18722,
5708.68374,0.18656,
5700.9693,0.1859,
5693.25486,0.18532,
5685.54043,0.18482,
5677.82599,0.18433,
5670.11155,0.18377,
5662.39711,0.18312,
5654.68268,0.18241,
5646.96824,0.18169,
5639.2538,0.18104,
5631.53936,0.18045,
5623.82493,0.17992,
5616.11049,0.17946,
5608.39605,0.17907,
5600.68161,0.17871,
5592.96718,0.17839,
5585.25274,0.17807,
5577.5383,0.17773,
5569.82386,0.17739,
5562.10943,0.17704,
5554.39499,0.17663,
5546.68055,0.17622,
5538.96611,0.17585,
5531.25168,0.17551,
5523.53724,0.17516,
5515.8228,0.17483,
5508.10836,0.17447,
5500.39393,0.17404,
5492.67949,0.17368,
5484.96505,0.17343,
5477.25061,0.173,
5469.53618,0.17239,
5461.82174,0.17181,
5454.1073,0.17112,
5446.39286,0.17019,
5438.67843,0.16938,
5430.96399,0.16892,
5423.24955,0.16847,
5415.53511,0.16775,
5407.82068,0.16715,
5400.10624,0.1668,
5392.3918,0.16638,
5384.67736,0.16594,
5376.96293,0.16571,
5369.24849,0.16566,
5361.53405,0.16543,
5353.81961,0.16486,
5346.10518,0.16446,
5338.39074,0.16476,
5330.6763,0.16567,
5322.96186,0.16672,
5315.24743,0.16765,
5307.53299,0.1686,
5299.81855,0.16986,
5292.10411,0.17158,
5284.38968,0.1739,
5276.67524,0.17665,
5268.9608,0.17965,
5261.24636,0.18313,
5253.53193,0.18711,
5245.81749,0.19145,
5238.10305,0.19574,
5230.38861,0.19962,
5222.67418,0.2032,
5214.95974,0.20634,
5207.2453,0.20907,
5199.53086,0.21156,
5191.81643,0.21361,
5184.10199,0.21522,
5176.38755,0.21657,
5168.67311,0.2176,
5160.95868,0.21836,
5153.24424,0.21903,
5145.5298,0.21965,
5137.81536,0.22018,
5130.10093,0.2207,
5122.38649,0.22126,
5114.67205,0.22196,
5106.95761,0.22288,
5099.24318,0.22408,
5091.52874,0.22551,
5083.8143,0.22705,
5076.09986,0.22854,
5068.38543,0.2298,
5060.67099,0.23073,
5052.95655,0.23134,
5045.24212,0.23174,
5037.52768,0.23201,
5029.81324,0.23217,
5022.0988,0.23221,
5014.38437,0.2322,
5006.66993,0.23229,
4998.95549,0.23267,
4991.24105,0.23357,
4983.52662,0.23514,
4975.81218,0.23741,
4968.09774,0.24042,
4960.3833,0.24419,
4952.66887,0.24863,
4944.95443,0.25362,
4937.23999,0.25905,
4929.52555,0.26492,
4921.81112,0.27121,
4914.09668,0.2778,
4906.38224,0.28456,
4898.6678,0.29137,
4890.95337,0.29812,
4883.23893,0.30466,
4875.52449,0.31083,
4867.81005,0.31648,
4860.09562,0.32156,
4852.38118,0.32618,
4844.66674,0.33047,
4836.9523,0.3345,
4829.23787,0.33828,
4821.52343,0.34181,
4813.80899,0.3451,
4806.09455,0.34815,
4798.38012,0.35103,
4790.66568,0.35375,
4782.95124,0.35625,
4775.2368,0.35857,
4767.52237,0.36076,
4759.80793,0.3628,
4752.09349,0.3647,
4744.37905,0.36638,
4736.66462,0.36785,
4728.95018,0.3691,
4721.23574,0.37008,
4713.5213,0.37085,
4705.80687,0.37141,
4698.09243,0.37176,
4690.37799,0.3719,
4682.66355,0.3718,
4674.94912,0.37142,
4667.23468,0.37071,
4659.52024,0.36978,
4651.8058,0.36868,
4644.09137,0.36742,
4636.37693,0.36601,
4628.66249,0.36447,
4620.94805,0.36287,
4613.23362,0.36125,
4605.51918,0.35966,
4597.80474,0.35821,
4590.0903,0.35694,
4582.37587,0.35585,
4574.66143,0.35476,
4566.94699,0.35355,
4559.23255,0.35216,
4551.51812,0.35064,
4543.80368,0.34907,
4536.08924,0.34744,
4528.3748,0.34567,
4520.66037,0.34368,
4512.94593,0.34161,
4505.23149,0.33968,
4497.51705,0.33825,
4489.80262,0.33769,
4482.08818,0.3382,
4474.37374,0.33942,
4466.6593,0.34079,
4458.94487,0.34232,
4451.23043,0.34438,
4443.51599,0.34726,
4435.80155,0.35095,
4428.08712,0.35531,
4420.37268,0.36004,
4412.65824,0.36488,
4404.9438,0.36944,
4397.22937,0.37326,
4389.51493,0.3761,
4381.80049,0.37798,
4374.08605,0.37913,
4366.37162,0.37982,
4358.65718,0.38031,
4350.94274,0.38083,
4343.2283,0.38147,
4335.51387,0.3822,
4327.79943,0.38268,
4320.08499,0.38254,
4312.37055,0.38194,
4304.65612,0.38133,
4296.94168,0.38098,
4289.22724,0.38095,
4281.5128,0.38135,
4273.79837,0.3822,
4266.08393,0.38314,
4258.36949,0.38343,
4250.65505,0.38279,
4242.94062,0.38177,
4235.22618,0.38093,
4227.51174,0.38032,
4219.7973,0.37972,
4212.08287,0.37923,
4204.36843,0.37901,
4196.65399,0.37915,
4188.93955,0.37947,
4181.22512,0.37985,
4173.51068,0.38043,
4165.79624,0.3813,
4158.0818,0.3825,
4150.36737,0.38406,
4142.65293,0.38618,
4134.93849,0.38913,
4127.22405,0.3929,
4119.50962,0.39739,
4111.79518,0.40272,
4104.08074,0.40913,
4096.3663,0.41632,
4088.65187,0.42398,
4080.93743,0.43206,
4073.22299,0.44048,
4065.50855,0.44883,
4057.79412,0.45658,
4050.07968,0.46343,
4042.36524,0.46935,
4034.6508,0.47431,
4026.93637,0.47825,
4019.22193,0.4811,
4011.50749,0.48282,
4003.79305,0.48341,
3996.07862,0.48299,
3988.36418,0.48185,
3980.64974,0.48028,
3972.9353,0.47841,
3965.22087,0.476,
3957.50643,0.47285,
3949.79199,0.46941,
3942.07755,0.46625,
3934.36312,0.46283,
3926.64868,0.45915,
3918.93424,0.45583,
3911.2198,0.45202,
3903.50537,0.44726,
3895.79093,0.44338,
3888.07649,0.44102,
3880.36205,0.43869,
3872.64762,0.43594,
3864.93318,0.43351,
3857.21874,0.43217,
3849.5043,0.43119,
3841.78987,0.42992,
3834.07543,0.42921,
3826.36099,0.42904,
3818.64655,0.42944,
3810.93212,0.43006,
3803.21768,0.43136,
3795.50324,0.43449,
3787.78881,0.43737,
3780.07437,0.43939,
3772.35993,0.44185,
3764.64549,0.44337,
3756.93106,0.44381,
3749.21662,0.44646,
3741.50218,0.4543,
3733.78774,0.46586,
3726.07331,0.48003,
3718.35887,0.49737,
3710.64443,0.52956,
3702.92999,0.58628,
3695.21556,0.66063,
3687.50112,0.77561,
3679.78668,0.93462,
3672.07224,1.15606,
3664.35781,1.3962,
3656.64337,1.31923,
3648.92893,1.04786,
3641.21449,0.68976,
3633.50006,0.37676,
3625.78562,0.19935,
3618.07118,0.18856,
3610.35674,0.21136,
3602.64231,0.21706,
3594.92787,0.20322,
