wavelength,absorbance,
11502.22629,0.04997,
11494.51185,0.04981,
11486.79741,0.04974,
11479.08298,0.04969,
11471.36854,0.0495,
11463.6541,0.04884,
11455.93966,0.04808,
11448.22523,0.04791,
11440.51079,0.04823,
11432.79635,0.04859,
11425.08191,0.04874,
11417.36748,0.04847,
11409.65304,0.048,
11401.9386,0.04789,
11394.22416,0.04807,
11386.50973,0.04819,
11378.79529,0.04818,
11371.08085,0.04791,
11363.36642,0.04727,
11355.65198,0.04684,
11347.93754,0.04712,
11340.2231,0.04747,
11332.50867,0.04726,
11324.79423,0.04686,
11317.07979,0.04674,
11309.36535,0.04671,
11301.65092,0.04644,
11293.93648,0.04604,
11286.22204,0.04588,
11278.5076,0.04595,
11270.79317,0.04613,
11263.07873,0.0463,
11255.36429,0.04627,
11247.64985,0.04615,
11239.93542,0.04612,
11232.22098,0.04605,
11224.50654,0.0459,
11216.7921,0.0456,
11209.07767,0.04507,
11201.36323,0.04466,
11193.64879,0.04467,
11185.93435,0.04481,
11178.21992,0.04481,
11170.50548,0.04483,
11162.79104,0.04493,
11155.0766,0.04486,
11147.36217,0.04467,
11139.64773,0.04454,
11131.93329,0.04441,
11124.21885,0.04429,
11116.50442,0.04414,
11108.78998,0.04391,
11101.07554,0.04373,
11093.3611,0.04363,
11085.64667,0.04349,
11077.93223,0.04339,
11070.21779,0.04341,
11062.50335,0.04337,
11054.78892,0.04311,
11047.07448,0.04286,
11039.36004,0.04279,
11031.6456,0.04279,
11023.93117,0.04282,
11016.21673,0.04299,
11008.50229,0.04323,
11000.78785,0.04329,
10993.07342,0.04307,
10985.35898,0.04289,
10977.64454,0.04287,
10969.9301,0.04288,
10962.21567,0.04285,
10954.50123,0.04272,
10946.78679,0.04246,
10939.07235,0.04221,
10931.35792,0.04221,
10923.64348,0.04224,
10915.92904,0.04204,
10908.2146,0.04178,
10900.50017,0.04143,
10892.78573,0.04104,
10885.07129,0.04097,
10877.35685,0.04102,
10869.64242,0.04085,
10861.92798,0.04063,
10854.21354,0.04058,
10846.4991,0.04066,
10838.78467,0.04073,
10831.07023,0.04066,
10823.35579,0.04035,
10815.64135,0.03991,
10807.92692,0.03969,
10800.21248,0.0398,
10792.49804,0.03984,
10784.7836,0.03967,
10777.06917,0.03951,
10769.35473,0.03943,
10761.64029,0.03939,
10753.92585,0.03937,
10746.21142,0.0393,
10738.49698,0.03918,
10730.78254,0.03902,
10723.0681,0.03883,
10715.35367,0.03858,
10707.63923,0.03833,
10699.92479,0.03808,
10692.21035,0.03778,
10684.49592,0.03759,
10676.78148,0.03752,
10669.06704,0.03744,
10661.3526,0.03727,
10653.63817,0.0372,
10645.92373,0.03727,
10638.20929,0.03721,
10630.49485,0.037,
10622.78042,0.03681,
10615.06598,0.03664,
10607.35154,0.03645,
10599.6371,0.03635,
10591.92267,0.03646,
10584.20823,0.03662,
10576.49379,0.03666,
10568.77935,0.03659,
10561.06492,0.03654,
10553.35048,0.03646,
10545.63604,0.03626,
10537.9216,0.03609,
10530.20717,0.03608,
10522.49273,0.03611,
10514.77829,0.03608,
10507.06385,0.03595,
10499.34942,0.03573,
10491.63498,0.03548,
10483.92054,0.03533,
10476.2061,0.03528,
10468.49167,0.03522,
10460.77723,0.03517,
10453.06279,0.03511,
10445.34835,0.03494,
10437.63392,0.03474,
10429.91948,0.03468,
10422.20504,0.03469,
10414.4906,0.03466,
10406.77617,0.03461,
10399.06173,0.03458,
10391.34729,0.03464,
10383.63285,0.03469,
10375.91842,0.03469,
10368.20398,0.03481,
10360.48954,0.03502,
10352.7751,0.03518,
10345.06067,0.03525,
10337.34623,0.03521,
10329.63179,0.0351,
10321.91735,0.03502,
10314.20292,0.035,
10306.48848,0.03501,
10298.77404,0.03522,
10291.0596,0.03561,
10283.34517,0.03587,
10275.63073,0.03591,
10267.91629,0.03604,
10260.20185,0.03633,
10252.48742,0.03664,
10244.77298,0.03684,
10237.05854,0.03695,
10229.3441,0.03711,
10221.62967,0.03731,
10213.91523,0.03741,
10206.20079,0.03749,
10198.48635,0.03762,
10190.77192,0.03773,
10183.05748,0.03782,
10175.34304,0.03791,
10167.6286,0.03806,
10159.91417,0.03827,
10152.19973,0.03842,
10144.48529,0.03845,
10136.77085,0.03853,
10129.05642,0.03866,
10121.34198,0.0387,
10113.62754,0.03863,
10105.91311,0.03855,
10098.19867,0.0386,
10090.48423,0.03873,
10082.76979,0.03876,
10075.05536,0.03869,
10067.34092,0.03857,
10059.62648,0.03844,
10051.91204,0.03833,
10044.19761,0.03825,
10036.48317,0.03817,
10028.76873,0.03815,
10021.05429,0.03822,
10013.33986,0.0383,
10005.62542,0.03833,
9997.91098,0.03838,
9990.19654,0.03842,
9982.48211,0.03831,
9974.76767,0.03812,
9967.05323,0.038,
9959.33879,0.03796,
9951.62436,0.03794,
9943.90992,0.03798,
9936.19548,0.03803,
9928.48104,0.03799,
9920.76661,0.03796,
9913.05217,0.03801,
9905.33773,0.03801,
9897.62329,0.03796,
9889.90886,0.03793,
9882.19442,0.03795,
9874.47998,0.0379,
9866.76554,0.03767,
9859.05111,0.0374,
9851.33667,0.03729,
9843.62223,0.03725,
9835.90779,0.03719,
9828.19336,0.03715,
9820.47892,0.03716,
9812.76448,0.03718,
9805.05004,0.03704,
9797.33561,0.03663,
9789.62117,0.03624,
9781.90673,0.03612,
9774.19229,0.03614,
9766.47786,0.03607,
9758.76342,0.03591,
9751.04898,0.03576,
9743.33454,0.03573,
9735.62011,0.03571,
9727.90567,0.03552,
9720.19123,0.03526,
9712.47679,0.03509,
9704.76236,0.03507,
9697.04792,0.03505,
9689.33348,0.03492,
9681.61904,0.03482,
9673.90461,0.03482,
9666.19017,0.03475,
9658.47573,0.03458,
9650.76129,0.03443,
9643.04686,0.03431,
9635.33242,0.03415,
9627.61798,0.03396,
9619.90354,0.0337,
9612.18911,0.03353,
9604.47467,0.03357,
9596.76023,0.03356,
9589.04579,0.03339,
9581.33136,0.03331,
9573.61692,0.03334,
9565.90248,0.03327,
9558.18804,0.03309,
9550.47361,0.03298,
9542.75917,0.03294,
9535.04473,0.03286,
9527.33029,0.03273,
9519.61586,0.03268,
9511.90142,0.03265,
9504.18698,0.03253,
9496.47254,0.03237,
9488.75811,0.03223,
9481.04367,0.03213,
9473.32923,0.03205,
9465.61479,0.03198,
9457.90036,0.03194,
9450.18592,0.03189,
9442.47148,0.03183,
9434.75704,0.03174,
9427.04261,0.03159,
9419.32817,0.03146,
9411.61373,0.03146,
9403.89929,0.03146,
9396.18486,0.03135,
9388.47042,0.03123,
9380.75598,0.03115,
9373.04154,0.03103,
9365.32711,0.03083,
9357.61267,0.03062,
9349.89823,0.03052,
9342.18379,0.03054,
9334.46936,0.03046,
9326.75492,0.0302,
9319.04048,0.02999,
9311.32604,0.02999,
9303.61161,0.03004,
9295.89717,0.02995,
9288.18273,0.02978,
9280.46829,0.02974,
9272.75386,0.02976,
9265.03942,0.02965,
9257.32498,0.0294,
9249.61054,0.02922,
9241.89611,0.0292,
9234.18167,0.02918,
9226.46723,0.02909,
9218.75279,0.02899,
9211.03836,0.02888,
9203.32392,0.02877,
9195.60948,0.02867,
9187.89504,0.02859,
9180.18061,0.02853,
9172.46617,0.02851,
9164.75173,0.02847,
9157.03729,0.02834,
9149.32286,0.02815,
9141.60842,0.02797,
9133.89398,0.0279,
9126.17954,0.02792,
9118.46511,0.02787,
9110.75067,0.02781,
9103.03623,0.0278,
9095.32179,0.02778,
9087.60736,0.0277,
9079.89292,0.02757,
9072.17848,0.02746,
9064.46404,0.02743,
9056.74961,0.02736,
9049.03517,0.02727,
9041.32073,0.02725,
9033.60629,0.02725,
9025.89186,0.02718,
9018.17742,0.02709,
9010.46298,0.02706,
9002.74854,0.02705,
8995.03411,0.02699,
8987.31967,0.02693,
8979.60523,0.02694,
8971.89079,0.02695,
8964.17636,0.02693,
8956.46192,0.02701,
8948.74748,0.02718,
8941.03304,0.0273,
8933.31861,0.02735,
8925.60417,0.0274,
8917.88973,0.02748,
8910.17529,0.02759,
8902.46086,0.02773,
8894.74642,0.02786,
8887.03198,0.028,
8879.31754,0.02819,
8871.60311,0.02846,
8863.88867,0.02875,
8856.17423,0.02901,
8848.45979,0.02924,
8840.74536,0.02944,
8833.03092,0.02967,
8825.31648,0.02996,
8817.60205,0.03025,
8809.88761,0.03055,
8802.17317,0.03089,
8794.45873,0.03126,
8786.7443,0.03164,
8779.02986,0.032,
8771.31542,0.03227,
8763.60098,0.03249,
8755.88655,0.03272,
8748.17211,0.03298,
8740.45767,0.0332,
8732.74323,0.03333,
8725.0288,0.03348,
8717.31436,0.03372,
8709.59992,0.03401,
8701.88548,0.03428,
8694.17105,0.03454,
8686.45661,0.03483,
8678.74217,0.03519,
8671.02773,0.03557,
8663.3133,0.03592,
8655.59886,0.03631,
8647.88442,0.03679,
8640.16998,0.03735,
8632.45555,0.03794,
8624.74111,0.03852,
8617.02667,0.03909,
8609.31223,0.0397,
8601.5978,0.04034,
8593.88336,0.04096,
8586.16892,0.04161,
8578.45448,0.04229,
8570.74005,0.04286,
8563.02561,0.04332,
8555.31117,0.04384,
8547.59673,0.04448,
8539.8823,0.04512,
8532.16786,0.0457,
8524.45342,0.04625,
8516.73898,0.04685,
8509.02455,0.0475,
8501.31011,0.04815,
8493.59567,0.04882,
8485.88123,0.04949,
8478.1668,0.05013,
8470.45236,0.05071,
8462.73792,0.05127,
8455.02348,0.05183,
8447.30905,0.05243,
8439.59461,0.05306,
8431.88017,0.05363,
8424.16573,0.0541,
8416.4513,0.05448,
8408.73686,0.05485,
8401.02242,0.05519,
8393.30798,0.05545,
8385.59355,0.05564,
8377.87911,0.05582,
8370.16467,0.056,
8362.45023,0.05614,
8354.7358,0.0562,
8347.02136,0.05622,
8339.30692,0.05629,
8331.59248,0.05643,
8323.87805,0.05656,
8316.16361,0.05663,
8308.44917,0.05667,
8300.73473,0.05669,
8293.0203,0.05667,
8285.30586,0.05664,
8277.59142,0.05665,
8269.87698,0.05667,
8262.16255,0.05665,
8254.44811,0.05654,
8246.73367,0.05634,
8239.01923,0.05614,
8231.3048,0.05599,
8223.59036,0.05583,
8215.87592,0.05563,
8208.16148,0.05539,
8200.44705,0.05511,
8192.73261,0.0548,
8185.01817,0.05448,
8177.30373,0.05416,
8169.5893,0.0538,
8161.87486,0.05347,
8154.16042,0.0532,
8146.44598,0.05287,
8138.73155,0.05248,
8131.01711,0.05217,
8123.30267,0.05196,
8115.58823,0.05174,
8107.8738,0.0515,
8100.15936,0.05128,
8092.44492,0.05103,
8084.73048,0.05071,
8077.01605,0.0504,
8069.30161,0.05016,
8061.58717,0.04998,
8053.87273,0.04975,
8046.1583,0.04948,
8038.44386,0.04923,
8030.72942,0.04904,
8023.01498,0.0489,
8015.30055,0.04877,
8007.58611,0.04862,
7999.87167,0.04849,
7992.15723,0.04835,
7984.4428,0.0482,
7976.72836,0.04805,
7969.01392,0.04794,
7961.29948,0.04787,
7953.58505,0.04782,
7945.87061,0.04776,
7938.15617,0.04766,
7930.44173,0.04758,
7922.7273,0.04758,
7915.01286,0.04764,
7907.29842,0.04766,
7899.58398,0.04764,
7891.86955,0.0476,
7884.15511,0.04754,
7876.44067,0.04746,
7868.72623,0.04743,
7861.0118,0.04743,
7853.29736,0.04737,
7845.58292,0.04724,
7837.86848,0.0471,
7830.15405,0.04699,
7822.43961,0.04684,
7814.72517,0.04663,
7807.01073,0.0464,
7799.2963,0.04619,
7791.58186,0.046,
7783.86742,0.04576,
7776.15298,0.04553,
7768.43855,0.04535,
7760.72411,0.04517,
7753.00967,0.04495,
7745.29523,0.0447,
7737.5808,0.04448,
7729.86636,0.04428,
7722.15192,0.04411,
7714.43748,0.04395,
7706.72305,0.04383,
7699.00861,0.04374,
7691.29417,0.04365,
7683.57973,0.04355,
7675.8653,0.04345,
7668.15086,0.04335,
7660.43642,0.04321,
7652.72198,0.04307,
7645.00755,0.04301,
7637.29311,0.043,
7629.57867,0.04295,
7621.86423,0.04289,
7614.1498,0.04287,
7606.43536,0.04291,
7598.72092,0.04298,
7591.00648,0.04303,
7583.29205,0.04304,
7575.57761,0.04308,
7567.86317,0.04319,
7560.14874,0.04332,
7552.4343,0.04349,
7544.71986,0.04367,
7537.00542,0.04386,
7529.29099,0.04413,
7521.57655,0.04446,
7513.86211,0.04482,
7506.14767,0.04522,
7498.43324,0.04569,
7490.7188,0.0462,
7483.00436,0.04671,
7475.28992,0.04726,
7467.57549,0.04788,
7459.86105,0.04857,
7452.14661,0.04937,
7444.43217,0.05025,
7436.71774,0.05117,
7429.0033,0.05211,
7421.28886,0.05309,
7413.57442,0.05412,
7405.85999,0.05521,
7398.14555,0.05634,
7390.43111,0.05743,
7382.71667,0.05848,
7375.00224,0.05961,
7367.2878,0.06081,
7359.57336,0.06192,
7351.85892,0.06284,
7344.14449,0.06373,
7336.43005,0.06474,
7328.71561,0.06575,
7321.00117,0.0666,
7313.28674,0.06735,
7305.5723,0.06812,
7297.85786,0.06891,
7290.14342,0.06967,
7282.42899,0.07034,
7274.71455,0.07087,
7267.00011,0.07128,
7259.28567,0.07172,
7251.57124,0.0721,
7243.8568,0.07237,
7236.14236,0.07279,
7228.42792,0.07359,
7220.71349,0.07461,
7212.99905,0.07555,
7205.28461,0.07651,
7197.57017,0.07758,
7189.85574,0.07855,
7182.1413,0.07942,
7174.42686,0.08029,
7166.71242,0.08126,
7158.99799,0.08247,
7151.28355,0.08365,
7143.56911,0.08474,
7135.85467,0.08615,
7128.14024,0.08775,
7120.4258,0.08935,
7112.71136,0.09111,
7104.99692,0.09311,
7097.28249,0.09541,
7089.56805,0.09807,
7081.85361,0.10091,
7074.13917,0.10391,
7066.42474,0.10725,
7058.7103,0.11084,
7050.99586,0.11454,
7043.28142,0.11849,
7035.56699,0.12264,
7027.85255,0.12679,
7020.13811,0.13093,
7012.42367,0.13501,
7004.70924,0.13896,
6996.9948,0.1428,
6989.28036,0.1465,
6981.56592,0.15003,
6973.85149,0.15336,
6966.13705,0.15638,
6958.42261,0.15903,
6950.70817,0.16138,
6942.99374,0.16349,
6935.2793,0.16539,
6927.56486,0.16712,
6919.85042,0.16866,
6912.13599,0.17005,
6904.42155,0.17126,
6896.70711,0.17228,
6888.99267,0.17319,
6881.27824,0.17403,
6873.5638,0.17473,
6865.84936,0.1753,
6858.13492,0.17577,
6850.42049,0.17617,
6842.70605,0.17649,
6834.99161,0.17677,
6827.27717,0.17698,
6819.56274,0.17712,
6811.8483,0.17723,
6804.13386,0.17732,
6796.41942,0.17738,
6788.70499,0.17743,
6780.99055,0.17742,
6773.27611,0.17735,
6765.56167,0.17728,
6757.84724,0.17726,
6750.1328,0.17727,
6742.41836,0.17727,
6734.70392,0.17723,
6726.98949,0.17717,
6719.27505,0.17712,
6711.56061,0.17709,
6703.84617,0.17704,
6696.13174,0.17692,
6688.4173,0.17674,
6680.70286,0.17652,
6672.98842,0.17627,
6665.27399,0.176,
6657.55955,0.17569,
6649.84511,0.17539,
6642.13067,0.17509,
6634.41624,0.17478,
6626.7018,0.17445,
6618.98736,0.17411,
6611.27292,0.17376,
6603.55849,0.17337,
6595.84405,0.17294,
6588.12961,0.17251,
6580.41517,0.17211,
6572.70074,0.17172,
6564.9863,0.17134,
6557.27186,0.17101,
6549.55742,0.17073,
6541.84299,0.17049,
6534.12855,0.17027,
6526.41411,0.17008,
6518.69967,0.16992,
6510.98524,0.16982,
6503.2708,0.16978,
6495.55636,0.16977,
6487.84192,0.16981,
6480.12749,0.16989,
6472.41305,0.17001,
6464.69861,0.17015,
6456.98417,0.17029,
6449.26974,0.17044,
6441.5553,0.17058,
6433.84086,0.17075,
6426.12642,0.17096,
6418.41199,0.17117,
6410.69755,0.17135,
6402.98311,0.17153,
6395.26867,0.17174,
6387.55424,0.17198,
6379.8398,0.17218,
6372.12536,0.17235,
6364.41092,0.17251,
6356.69649,0.17262,
6348.98205,0.17265,
6341.26761,0.17263,
6333.55317,0.1726,
6325.83874,0.17251,
6318.1243,0.17237,
6310.40986,0.17216,
6302.69543,0.17187,
6294.98099,0.17154,
6287.26655,0.17116,
6279.55211,0.17075,
6271.83768,0.17031,
6264.12324,0.16983,
6256.4088,0.1693,
6248.69436,0.16874,
6240.97993,0.16815,
6233.26549,0.16753,
6225.55105,0.1669,
6217.83661,0.16629,
6210.12218,0.1657,
6202.40774,0.1651,
6194.6933,0.16452,
6186.97886,0.16396,
6179.26443,0.16339,
6171.54999,0.1628,
6163.83555,0.16224,
6156.12111,0.1617,
6148.40668,0.16118,
6140.69224,0.1607,
6132.9778,0.16026,
6125.26336,0.15984,
6117.54893,0.15942,
6109.83449,0.15902,
6102.12005,0.15868,
6094.40561,0.15838,
6086.69118,0.15812,
6078.97674,0.15791,
6071.2623,0.15776,
6063.54786,0.1577,
6055.83343,0.15774,
6048.11899,0.15787,
6040.40455,0.15811,
6032.69011,0.15844,
6024.97568,0.15883,
6017.26124,0.15924,
6009.5468,0.15964,
6001.83236,0.16,
5994.11793,0.16036,
5986.40349,0.16075,
5978.68905,0.16123,
5970.97461,0.16181,
5963.26018,0.16255,
5955.54574,0.16342,
5947.8313,0.16448,
5940.11686,0.16576,
5932.40243,0.16721,
5924.68799,0.1687,
5916.97355,0.17011,
5909.25911,0.17136,
5901.54468,0.17241,
5893.83024,0.17328,
5886.1158,0.17402,
5878.40136,0.1747,
5870.68693,0.1753,
5862.97249,0.17584,
5855.25805,0.17639,
5847.54361,0.17707,
5839.82918,0.17788,
5832.11474,0.17875,
5824.4003,0.17959,
5816.68586,0.18042,
5808.97143,0.18127,
5801.25699,0.18211,
5793.54255,0.18292,
5785.82811,0.1836,
5778.11368,0.18402,
5770.39924,0.18414,
5762.6848,0.18407,
5754.97036,0.18395,
5747.25593,0.18383,
5739.54149,0.18369,
5731.82705,0.18345,
5724.11261,0.18302,
5716.39818,0.18243,
5708.68374,0.18175,
5700.9693,0.18105,
5693.25486,0.18042,
5685.54043,0.17991,
5677.82599,0.17944,
5670.11155,0.17893,
5662.39711,0.17832,
5654.68268,0.17763,
5646.96824,0.17693,
5639.2538,0.17628,
5631.53936,0.17571,
5623.82493,0.17518,
5616.11049,0.17472,
5608.39605,0.17431,
5600.68161,0.17397,
5592.96718,0.17368,
5585.25274,0.17342,
5577.5383,0.17316,
5569.82386,0.17289,
5562.10943,0.17259,
5554.39499,0.17227,
5546.68055,0.17195,
5538.96611,0.17166,
5531.25168,0.17138,
5523.53724,0.17111,
5515.8228,0.17082,
5508.10836,0.17048,
5500.39393,0.17005,
5492.67949,0.16967,
5484.96505,0.16942,
5477.25061,0.16903,
5469.53618,0.16848,
5461.82174,0.16795,
5454.1073,0.16732,
5446.39286,0.16647,
5438.67843,0.1657,
5430.96399,0.16524,
5423.24955,0.16477,
5415.53511,0.16405,
5407.82068,0.16345,
5400.10624,0.16309,
5392.3918,0.16266,
5384.67736,0.16222,
5376.96293,0.162,
5369.24849,0.16194,
5361.53405,0.16169,
5353.81961,0.16107,
5346.10518,0.16059,
5338.39074,0.16079,
5330.6763,0.16156,
5322.96186,0.16245,
5315.24743,0.16315,
5307.53299,0.16381,
5299.81855,0.1647,
5292.10411,0.16592,
5284.38968,0.16758,
5276.67524,0.16956,
5268.9608,0.17165,
5261.24636,0.17407,
5253.53193,0.17688,
5245.81749,0.18003,
5238.10305,0.18315,
5230.38861,0.18595,
5222.67418,0.18859,
5214.95974,0.19098,
5207.2453,0.19307,
5199.53086,0.19502,
5191.81643,0.19662,
5184.10199,0.19784,
5176.38755,0.1988,
5168.67311,0.19944,
5160.95868,0.19984,
5153.24424,0.20014,
5145.5298,0.20034,
5137.81536,0.20047,
5130.10093,0.20056,
5122.38649,0.20066,
5114.67205,0.20088,
5106.95761,0.2013,
5099.24318,0.20199,
5091.52874,0.20299,
5083.8143,0.2043,
5076.09986,0.20584,
5068.38543,0.20747,
5060.67099,0.20902,
5052.95655,0.21036,
5045.24212,0.21142,
5037.52768,0.2122,
5029.81324,0.21277,
5022.0988,0.21325,
5014.38437,0.21378,
5006.66993,0.21452,
4998.95549,0.21565,
4991.24105,0.21735,
4983.52662,0.21973,
4975.81218,0.22284,
4968.09774,0.22664,
4960.3833,0.2311,
4952.66887,0.23618,
4944.95443,0.24187,
4937.23999,0.24804,
4929.52555,0.25456,
4921.81112,0.26133,
4914.09668,0.26828,
4906.38224,0.27532,
4898.6678,0.28232,
4890.95337,0.28912,
4883.23893,0.29562,
4875.52449,0.30176,
4867.81005,0.30744,
4860.09562,0.31258,
4852.38118,0.31721,
4844.66674,0.32141,
4836.9523,0.32529,
4829.23787,0.32889,
4821.52343,0.33222,
4813.80899,0.33533,
4806.09455,0.33827,
4798.38012,0.34104,
4790.66568,0.34362,
4782.95124,0.34595,
4775.2368,0.34807,
4767.52237,0.35002,
4759.80793,0.35179,
4752.09349,0.35335,
4744.37905,0.35467,
4736.66462,0.35576,
4728.95018,0.35664,
4721.23574,0.35721,
4713.5213,0.35755,
4705.80687,0.35766,
4698.09243,0.35759,
4690.37799,0.35736,
4682.66355,0.357,
4674.94912,0.35648,
4667.23468,0.35571,
4659.52024,0.35469,
4651.8058,0.35345,
4644.09137,0.35205,
4636.37693,0.35055,
4628.66249,0.34898,
4620.94805,0.34735,
4613.23362,0.34566,
4605.51918,0.34402,
4597.80474,0.34258,
4590.0903,0.34134,
4582.37587,0.34022,
4574.66143,0.33907,
4566.94699,0.33781,
4559.23255,0.33647,
4551.51812,0.33509,
4543.80368,0.33366,
4536.08924,0.33215,
4528.3748,0.33054,
4520.66037,0.32888,
4512.94593,0.32721,
4505.23149,0.3256,
4497.51705,0.32431,
4489.80262,0.32355,
4482.08818,0.3236,
4474.37374,0.32456,
4466.6593,0.32641,
4458.94487,0.32903,
4451.23043,0.33221,
4443.51599,0.33583,
4435.80155,0.33984,
4428.08712,0.34425,
4420.37268,0.34899,
4412.65824,0.35384,
4404.9438,0.35837,
4397.22937,0.3621,
4389.51493,0.36486,
4381.80049,0.36668,
4374.08605,0.36778,
4366.37162,0.36845,
4358.65718,0.36898,
4350.94274,0.36963,
4343.2283,0.37046,
4335.51387,0.37134,
4327.79943,0.37187,
4320.08499,0.37173,
4312.37055,0.37128,
4304.65612,0.37101,
4296.94168,0.37097,
4289.22724,0.37104,
4281.5128,0.37132,
4273.79837,0.37189,
4266.08393,0.37257,
4258.36949,0.37289,
4250.65505,0.37252,
4242.94062,0.37173,
4235.22618,0.37094,
4227.51174,0.37031,
4219.7973,0.36966,
4212.08287,0.369,
4204.36843,0.36842,
4196.65399,0.36807,
4188.93955,0.36803,
4181.22512,0.36833,
4173.51068,0.36894,
4165.79624,0.36974,
4158.0818,0.37083,
4150.36737,0.37241,
4142.65293,0.37469,
4134.93849,0.3777,
4127.22405,0.38151,
4119.50962,0.38617,
4111.79518,0.39161,
4104.08074,0.39792,
4096.3663,0.40498,
4088.65187,0.41253,
4080.93743,0.42042,
4073.22299,0.42852,
4065.50855,0.43656,
4057.79412,0.44414,
4050.07968,0.45094,
4042.36524,0.45692,
4034.6508,0.46201,
4026.93637,0.46607,
4019.22193,0.46897,
4011.50749,0.4707,
4003.79305,0.47136,
3996.07862,0.47104,
3988.36418,0.46984,
3980.64974,0.46795,
3972.9353,0.46572,
3965.22087,0.46318,
3957.50643,0.46007,
3949.79199,0.45662,
3942.07755,0.45334,
3934.36312,0.44995,
3926.64868,0.44648,
3918.93424,0.44338,
3911.2198,0.4397,
3903.50537,0.43507,
3895.79093,0.43121,
3888.07649,0.42857,
3880.36205,0.42581,
3872.64762,0.42301,
3864.93318,0.42089,
3857.21874,0.41972,
3849.5043,0.41877,
3841.78987,0.41754,
3834.07543,0.41674,
3826.36099,0.41643,
3818.64655,0.41677,
3810.93212,0.41723,
3803.21768,0.41817,
3795.50324,0.42091,
3787.78881,0.42349,
3780.07437,0.42522,
3772.35993,0.42737,
3764.64549,0.42854,
3756.93106,0.42851,
3749.21662,0.43043,
3741.50218,0.43723,
3733.78774,0.44771,
3726.07331,0.46087,
3718.35887,0.47719,
3710.64443,0.50807,
3702.92999,0.56286,
3695.21556,0.63502,
3687.50112,0.74798,
3679.78668,0.90642,
3672.07224,1.13761,
3664.35781,1.40251,
3656.64337,1.20934,
3648.92893,0.81288,
3641.21449,0.51313,
3633.50006,0.28189,
3625.78562,0.11891,
3618.07118,0.09011,
3610.35674,0.10301,
3602.64231,0.1167,
3594.92787,0.13296,
