wavelength,absorbance,,,
4813.80899,0.32174,,,
4806.09455,0.32481,,,
4798.38012,0.32764,,,
4790.66568,0.33029,,,
4782.95124,0.33277,,,
4775.2368,0.335,,,
4767.52237,0.33698,,,
4759.80793,0.33875,,,
4752.09349,0.34033,,,
4744.37905,0.34165,,,
4736.66462,0.34273,,,
4728.95018,0.34356,,,
4721.23574,0.3441,,,
4713.5213,0.3444,,,
4705.80687,0.34442,,,
4698.09243,0.34423,,,
4690.37799,0.34389,,,
4682.66355,0.3434,,,
4674.94912,0.34271,,,
4667.23468,0.34181,,,
4659.52024,0.3407,,,
4651.8058,0.33933,,,
4644.09137,0.33775,,,
4636.37693,0.33603,,,
4628.66249,0.33425,,,
4620.94805,0.33251,,,
4613.23362,0.33083,,,
4605.51918,0.32923,,,
4597.80474,0.32784,,,
4590.0903,0.32668,,,
4582.37587,0.32568,,,
4574.66143,0.32469,,,
4566.94699,0.3236,,,
4559.23255,0.32236,,,
4551.51812,0.32102,,,
4543.80368,0.31964,,,
4536.08924,0.31822,,,
4528.3748,0.31675,,,
4520.66037,0.31512,,,
4512.94593,0.31336,,,
4505.23149,0.31161,,,
4497.51705,0.31017,,,
4489.80262,0.30926,,,
4482.08818,0.30915,,,
4474.37374,0.30998,,,
4466.6593,0.3117,,,
4458.94487,0.31414,,,
4451.23043,0.31715,,,
4443.51599,0.32057,,,
4435.80155,0.32432,,,
4428.08712,0.32851,,,
4420.37268,0.3331,,,
4412.65824,0.33779,,,
4404.9438,0.34212,,,
4397.22937,0.34562,,,
4389.51493,0.34815,,,
4381.80049,0.34973,,,
4374.08605,0.35051,,,
4366.37162,0.35082,,,
4358.65718,0.35103,,,
4350.94274,0.35146,,,
4343.2283,0.35216,,,
4335.51387,0.35296,,,
4327.79943,0.35349,,,
4320.08499,0.35358,,,
4312.37055,0.35339,,,
4304.65612,0.35322,,,
4296.94168,0.35319,,,
4289.22724,0.35327,,,
4281.5128,0.35352,,,
4273.79837,0.35401,,,
4266.08393,0.3546,,,
4258.36949,0.35485,,,
4250.65505,0.35448,,,
4242.94062,0.35379,,,
4235.22618,0.35318,,,
4227.51174,0.35276,,,
4219.7973,0.35231,,,
4212.08287,0.35178,,,
4204.36843,0.35125,,,
4196.65399,0.35093,,,
4188.93955,0.35097,,,
4181.22512,0.35134,,,
4173.51068,0.35197,,,
4165.79624,0.35281,,,
4158.0818,0.35403,,,
4150.36737,0.35578,,,
4142.65293,0.35817,,,
4134.93849,0.36128,,,
4127.22405,0.36511,,,
4119.50962,0.36969,,,
4111.79518,0.37514,,,
4104.08074,0.38158,,,
4096.3663,0.38873,,,
4088.65187,0.39632,,,
4080.93743,0.40427,,,
4073.22299,0.41244,,,
4065.50855,0.42055,,,
4057.79412,0.42826,,,
4050.07968,0.43536,,,
4042.36524,0.44178,,,
4034.6508,0.4473,,,
4026.93637,0.45155,,,
4019.22193,0.45455,,,
4011.50749,0.45639,,,
4003.79305,0.457,,,
3996.07862,0.45652,,,
3988.36418,0.45527,,,
3980.64974,0.45345,,,
3972.9353,0.45119,,,
3965.22087,0.4485,,,
3957.50643,0.44524,,,
3949.79199,0.44159,,,
3942.07755,0.43806,,,
3934.36312,0.43446,,,
3926.64868,0.43096,,,
3918.93424,0.42802,,,
3911.2198,0.4245,,,
3903.50537,0.41988,,,
3895.79093,0.41599,,,
3888.07649,0.41336,,,
3880.36205,0.41068,,,
3872.64762,0.40791,,,
3864.93318,0.40562,,,
3857.21874,0.40421,,,
3849.5043,0.40319,,,
3841.78987,0.40208,,,
3834.07543,0.40152,,,
3826.36099,0.40151,,,
3818.64655,0.40202,,,
3810.93212,0.4024,,,
3803.21768,0.40313,,,
3795.50324,0.4058,,,
3787.78881,0.4085,,,
3780.07437,0.41028,,,
3772.35993,0.41236,,,
3764.64549,0.41358,,,
3756.93106,0.41374,,,
3749.21662,0.41586,,,
3741.50218,0.42317,,,
3733.78774,0.43458,,,
3726.07331,0.44868,,,
3718.35887,0.46579,,,
3710.64443,0.49772,,,
3702.92999,0.55441,,,
3695.21556,0.62891,,,
3687.50112,0.74332,,,
3679.78668,0.90188,,,
3672.07224,1.13896,,,
3664.35781,1.47457,,,
3656.64337,1.41533,,,
3648.92893,0.98958,,,
3641.21449,0.60863,,,
3633.50006,0.34544,,,
3625.78562,0.16715,,,
3618.07118,0.09653,,,
3610.35674,0.08042,,,
3602.64231,0.11303,,,
3594.92787,0.15644,,,
