wavelength,absorbance
6356.69649,0.16162
6348.98205,0.16167
6341.26761,0.16172
6333.55317,0.16173
6325.83874,0.16168
6318.1243,0.16156
6310.40986,0.1614
6302.69543,0.16123
6294.98099,0.16101
6287.26655,0.16073
6279.55211,0.16037
6271.83768,0.15998
6264.12324,0.15954
6256.4088,0.15908
6248.69436,0.15862
6240.97993,0.15816
6233.26549,0.15766
6225.55105,0.15712
6217.83661,0.15656
6210.12218,0.15602
6202.40774,0.1555
6194.6933,0.155
6186.97886,0.15449
6179.26443,0.15398
6171.54999,0.15348
6163.83555,0.15297
6156.12111,0.15246
6148.40668,0.15198
6140.69224,0.15154
6132.9778,0.15112
6125.26336,0.15071
6117.54893,0.1503
6109.83449,0.14989
6102.12005,0.14952
6094.40561,0.1492
6086.69118,0.14892
6078.97674,0.1487
6071.2623,0.14855
6063.54786,0.14843
6055.83343,0.14836
6048.11899,0.14838
6040.40455,0.14851
6032.69011,0.14872
6024.97568,0.14898
6017.26124,0.1493
6009.5468,0.14963
6001.83236,0.14991
5994.11793,0.15018
5986.40349,0.15051
5978.68905,0.15095
5970.97461,0.15151
5963.26018,0.15224
5955.54574,0.15313
5947.8313,0.15414
5940.11686,0.1553
5932.40243,0.15663
5924.68799,0.15802
5916.97355,0.15936
5909.25911,0.16053
5901.54468,0.1615
5893.83024,0.1623
5886.1158,0.163
5878.40136,0.16364
5870.68693,0.16418
5862.97249,0.16464
5855.25805,0.16513
5847.54361,0.16574
5839.82918,0.16648
5832.11474,0.16726
5824.4003,0.16801
5816.68586,0.16873
5808.97143,0.16945
5801.25699,0.1702
5793.54255,0.17093
5785.82811,0.17151
5778.11368,0.17184
5770.39924,0.17193
5762.6848,0.1719
5754.97036,0.17179
5747.25593,0.17167
5739.54149,0.17154
5731.82705,0.17133
5724.11261,0.17096
5716.39818,0.17041
5708.68374,0.16978
5700.9693,0.1692
5693.25486,0.16872
5685.54043,0.16829
5677.82599,0.16787
5670.11155,0.16739
5662.39711,0.16682
5654.68268,0.1662
5646.96824,0.16558
5639.2538,0.16499
5631.53936,0.16442
5623.82493,0.16392
5616.11049,0.16354
5608.39605,0.1632
5600.68161,0.16289
5592.96718,0.1626
5585.25274,0.16232
5577.5383,0.16206
5569.82386,0.16181
5562.10943,0.16149
5554.39499,0.16112
5546.68055,0.16079
5538.96611,0.16048
5531.25168,0.16019
5523.53724,0.15989
5515.8228,0.1596
5508.10836,0.15927
5500.39393,0.15887
5492.67949,0.15855
5484.96505,0.15835
5477.25061,0.158
5469.53618,0.15745
5461.82174,0.15693
5454.1073,0.15632
5446.39286,0.15549
5438.67843,0.15476
5430.96399,0.15435
5423.24955,0.15393
5415.53511,0.15325
5407.82068,0.15269
5400.10624,0.15236
5392.3918,0.15198
5384.67736,0.15162
5376.96293,0.15145
5369.24849,0.15142
5361.53405,0.15115
5353.81961,0.15055
5346.10518,0.15013
5338.39074,0.15039
5330.6763,0.15119
5322.96186,0.15211
5315.24743,0.15288
5307.53299,0.15363
5299.81855,0.15463
5292.10411,0.15596
5284.38968,0.15775
5276.67524,0.15988
5268.9608,0.16217
5261.24636,0.16481
5253.53193,0.16782
5245.81749,0.17114
5238.10305,0.17445
5230.38861,0.17744
5222.67418,0.18024
5214.95974,0.18277
5207.2453,0.18501
5199.53086,0.18709
5191.81643,0.1888
5184.10199,0.19011
5176.38755,0.19115
5168.67311,0.19188
5160.95868,0.19233
5153.24424,0.19266
5145.5298,0.19287
5137.81536,0.19298
5130.10093,0.19305
5122.38649,0.19315
5114.67205,0.19333
5106.95761,0.19365
5099.24318,0.19421
5091.52874,0.19509
5083.8143,0.19629
5076.09986,0.19773
5068.38543,0.19931
5060.67099,0.20085
5052.95655,0.20215
5045.24212,0.20312
5037.52768,0.20376
5029.81324,0.20412
5022.0988,0.20432
5014.38437,0.20453
5006.66993,0.20487
4998.95549,0.20553
4991.24105,0.2067
4983.52662,0.20847
4975.81218,0.21082
4968.09774,0.21377
4960.3833,0.21737
4952.66887,0.2216
4944.95443,0.22641
4937.23999,0.2317
4929.52555,0.23736
4921.81112,0.24332
4914.09668,0.24954
4906.38224,0.25589
4898.6678,0.26226
4890.95337,0.2685
4883.23893,0.27452
4875.52449,0.28022
4867.81005,0.28551
4860.09562,0.2903
4852.38118,0.29456
4844.66674,0.29841
4836.9523,0.30197
4829.23787,0.30526
4821.52343,0.30832
4813.80899,0.31124
4806.09455,0.31405
4798.38012,0.31672
4790.66568,0.31923
4782.95124,0.3215
4775.2368,0.32356
4767.52237,0.32545
4759.80793,0.32714
4752.09349,0.32863
4744.37905,0.3299
4736.66462,0.33099
4728.95018,0.3319
4721.23574,0.33254
4713.5213,0.33291
4705.80687,0.33304
4698.09243,0.33302
4690.37799,0.33289
4682.66355,0.33264
4674.94912,0.33228
4667.23468,0.33175
4659.52024,0.33101
4651.8058,0.33007
4644.09137,0.32895
4636.37693,0.32768
4628.66249,0.32633
4620.94805,0.32501
4613.23362,0.32369
4605.51918,0.32242
4597.80474,0.32133
4590.0903,0.32039
4582.37587,0.31953
4574.66143,0.31865
4566.94699,0.31769
4559.23255,0.31661
4551.51812,0.31541
4543.80368,0.31414
4536.08924,0.31277
4528.3748,0.31133
4520.66037,0.30976
4512.94593,0.30805
4505.23149,0.30628
4497.51705,0.30474
4489.80262,0.30369
4482.08818,0.3034
4474.37374,0.30396
4466.6593,0.30544
4458.94487,0.30778
4451.23043,0.31078
4443.51599,0.31422
4435.80155,0.31796
4428.08712,0.32203
4420.37268,0.32646
4412.65824,0.33102
4404.9438,0.33527
4397.22937,0.33877
4389.51493,0.34133
4381.80049,0.343
4374.08605,0.34402
4366.37162,0.34457
4358.65718,0.34491
4350.94274,0.34541
4343.2283,0.3462
4335.51387,0.34704
4327.79943,0.34744
4320.08499,0.34717
4312.37055,0.3466
4304.65612,0.34623
4296.94168,0.34616
4289.22724,0.34622
4281.5128,0.34644
4273.79837,0.34693
4266.08393,0.34754
4258.36949,0.34777
4250.65505,0.34728
4242.94062,0.34642
4235.22618,0.34569
4227.51174,0.34522
4219.7973,0.34475
4212.08287,0.34429
4204.36843,0.34393
4196.65399,0.34377
4188.93955,0.34388
4181.22512,0.34427
4173.51068,0.34492
4165.79624,0.34579
4158.0818,0.34701
4150.36737,0.34861
4142.65293,0.3507
4134.93849,0.35345
4127.22405,0.35699
4119.50962,0.36131
4111.79518,0.36636
4104.08074,0.37215
4096.3663,0.3786
4088.65187,0.38555
4080.93743,0.39288
4073.22299,0.40043
4065.50855,0.40791
4057.79412,0.41493
4050.07968,0.42121
4042.36524,0.42677
4034.6508,0.43157
4026.93637,0.4354
4019.22193,0.43813
4011.50749,0.43982
4003.79305,0.44044
3996.07862,0.44011
3988.36418,0.4391
3980.64974,0.43753
3972.9353,0.43551
3965.22087,0.43307
3957.50643,0.43007
3949.79199,0.42672
3942.07755,0.42359
3934.36312,0.42044
3926.64868,0.41722
3918.93424,0.41431
3911.2198,0.41077
3903.50537,0.40623
3895.79093,0.40249
3888.07649,0.40007
3880.36205,0.39756
3872.64762,0.39481
3864.93318,0.39256
3857.21874,0.3913
3849.5043,0.39037
3841.78987,0.38923
3834.07543,0.38862
3826.36099,0.38861
3818.64655,0.38927
3810.93212,0.38995
3803.21768,0.39094
3795.50324,0.39367
3787.78881,0.39634
3780.07437,0.39823
3772.35993,0.40045
3764.64549,0.4017
3756.93106,0.40203
3749.21662,0.40457
3741.50218,0.41208
3733.78774,0.42329
3726.07331,0.43713
3718.35887,0.45417
3710.64443,0.48601
3702.92999,0.54221
3695.21556,0.61662
3687.50112,0.73371
3679.78668,0.89931
3672.07224,1.13436
3664.35781,1.38091
3656.64337,1.22108
3648.92893,0.87503
3641.21449,0.59768
3633.50006,0.42065
3625.78562,0.27323
3618.07118,0.21239
3610.35674,0.18331
3602.64231,0.20291
3594.92787,0.26629
