wavelength,absorbance
10267.91629,0.04022
10260.20185,0.04028
10252.48742,0.04045
10244.77298,0.0407
10237.05854,0.04081
10229.3441,0.04073
10221.62967,0.04062
10213.91523,0.04058
10206.20079,0.04052
10198.48635,0.04048
10190.77192,0.04057
10183.05748,0.04066
10175.34304,0.04073
10167.6286,0.04088
10159.91417,0.04105
10152.19973,0.04106
10144.48529,0.04095
10136.77085,0.04091
10129.05642,0.04087
10121.34198,0.04069
10113.62754,0.04043
10105.91311,0.04029
10098.19867,0.04039
10090.48423,0.04055
10082.76979,0.04064
10075.05536,0.04065
10067.34092,0.04053
10059.62648,0.04035
10051.91204,0.04026
10044.19761,0.04022
10036.48317,0.0401
10028.76873,0.03992
10021.05429,0.03985
10013.33986,0.03983
10005.62542,0.03976
9997.91098,0.03981
9990.19654,0.03997
9982.48211,0.03992
9974.76767,0.0397
9967.05323,0.03958
9959.33879,0.03953
9951.62436,0.03943
9943.90992,0.03933
9936.19548,0.03928
9928.48104,0.03916
9920.76661,0.03893
9913.05217,0.03882
9905.33773,0.03883
9897.62329,0.03879
9889.90886,0.03875
9882.19442,0.03882
9874.47998,0.03883
9866.76554,0.03864
9859.05111,0.03838
9851.33667,0.03816
9843.62223,0.03795
9835.90779,0.03777
9828.19336,0.0377
9820.47892,0.03773
9812.76448,0.03777
9805.05004,0.03774
9797.33561,0.03756
9789.62117,0.03733
9781.90673,0.03715
9774.19229,0.03704
9766.47786,0.037
9758.76342,0.03689
9751.04898,0.03665
9743.33454,0.03643
9735.62011,0.03638
9727.90567,0.03633
9720.19123,0.0362
9712.47679,0.03615
9704.76236,0.03612
9697.04792,0.03594
9689.33348,0.03566
9681.61904,0.03549
9673.90461,0.03549
9666.19017,0.03547
9658.47573,0.03528
9650.76129,0.03506
9643.04686,0.03489
9635.33242,0.0348
9627.61798,0.0347
9619.90354,0.03456
9612.18911,0.03442
9604.47467,0.03431
9596.76023,0.03418
9589.04579,0.03408
9581.33136,0.03401
9573.61692,0.03388
9565.90248,0.03365
9558.18804,0.03345
9550.47361,0.03339
9542.75917,0.03339
9535.04473,0.03333
9527.33029,0.03322
9519.61586,0.03312
9511.90142,0.03303
9504.18698,0.03289
9496.47254,0.03273
9488.75811,0.03257
9481.04367,0.03242
9473.32923,0.03229
9465.61479,0.03222
9457.90036,0.03222
9450.18592,0.0322
9442.47148,0.03214
9434.75704,0.03203
9427.04261,0.03178
9419.32817,0.0315
9411.61373,0.03146
9403.89929,0.03158
9396.18486,0.03153
9388.47042,0.03129
9380.75598,0.03108
9373.04154,0.03093
9365.32711,0.0308
9357.61267,0.0307
9349.89823,0.03061
9342.18379,0.03057
9334.46936,0.03055
9326.75492,0.0304
9319.04048,0.03019
9311.32604,0.03012
9303.61161,0.03012
9295.89717,0.03
9288.18273,0.02983
9280.46829,0.02973
9272.75386,0.02968
9265.03942,0.02958
9257.32498,0.0294
9249.61054,0.02922
9241.89611,0.02912
9234.18167,0.0291
9226.46723,0.02909
9218.75279,0.02897
9211.03836,0.02878
9203.32392,0.02863
9195.60948,0.02856
9187.89504,0.02851
9180.18061,0.02839
9172.46617,0.02824
9164.75173,0.0281
9157.03729,0.02798
9149.32286,0.02788
9141.60842,0.02787
9133.89398,0.02792
9126.17954,0.0279
9118.46511,0.02777
9110.75067,0.02761
9103.03623,0.02752
9095.32179,0.02752
9087.60736,0.02751
9079.89292,0.02743
9072.17848,0.02729
9064.46404,0.02717
9056.74961,0.0271
9049.03517,0.02709
9041.32073,0.02713
9033.60629,0.02711
9025.89186,0.02697
9018.17742,0.02683
9010.46298,0.02682
9002.74854,0.02687
8995.03411,0.02688
8987.31967,0.02686
8979.60523,0.02682
8971.89079,0.02677
8964.17636,0.02678
8956.46192,0.02686
8948.74748,0.02698
8941.03304,0.02709
8933.31861,0.02711
8925.60417,0.02713
8917.88973,0.02723
8910.17529,0.02739
8902.46086,0.02755
8894.74642,0.02768
8887.03198,0.02777
8879.31754,0.0279
8871.60311,0.02812
8863.88867,0.02836
8856.17423,0.02856
8848.45979,0.02875
8840.74536,0.02899
8833.03092,0.02927
8825.31648,0.02957
8817.60205,0.02985
8809.88761,0.03014
8802.17317,0.03048
8794.45873,0.03082
8786.7443,0.03111
8779.02986,0.03138
8771.31542,0.03168
8763.60098,0.03197
8755.88655,0.03221
8748.17211,0.03244
8740.45767,0.03269
8732.74323,0.03293
8725.0288,0.03316
8717.31436,0.03343
8709.59992,0.03369
8701.88548,0.03392
8694.17105,0.03419
8686.45661,0.03451
8678.74217,0.03484
8671.02773,0.03522
8663.3133,0.0356
8655.59886,0.03597
8647.88442,0.0364
8640.16998,0.03692
8632.45555,0.0375
8624.74111,0.03811
8617.02667,0.03874
8609.31223,0.03936
8601.5978,0.03995
8593.88336,0.04052
8586.16892,0.04113
8578.45448,0.04178
8570.74005,0.04238
8563.02561,0.04289
8555.31117,0.04341
8547.59673,0.04396
8539.8823,0.0445
8532.16786,0.04507
8524.45342,0.04564
8516.73898,0.04619
8509.02455,0.04677
8501.31011,0.04734
8493.59567,0.04794
8485.88123,0.04859
8478.1668,0.04924
8470.45236,0.04984
8462.73792,0.05043
8455.02348,0.05101
8447.30905,0.05158
8439.59461,0.05216
8431.88017,0.0527
8424.16573,0.05315
8416.4513,0.05352
8408.73686,0.05387
8401.02242,0.0542
8393.30798,0.05444
8385.59355,0.0546
8377.87911,0.05472
8370.16467,0.05484
8362.45023,0.05494
8354.7358,0.05498
8347.02136,0.055
8339.30692,0.05503
8331.59248,0.05506
8323.87805,0.05512
8316.16361,0.0552
8308.44917,0.05527
8300.73473,0.05527
8293.0203,0.05523
8285.30586,0.05518
8277.59142,0.05514
8269.87698,0.05506
8262.16255,0.05494
8254.44811,0.05478
8246.73367,0.05457
8239.01923,0.05433
8231.3048,0.05413
8223.59036,0.05392
8215.87592,0.05366
8208.16148,0.05338
8200.44705,0.05306
8192.73261,0.05265
8185.01817,0.05221
8177.30373,0.05179
8169.5893,0.05141
8161.87486,0.05109
8154.16042,0.05081
8146.44598,0.05048
8138.73155,0.05006
8131.01711,0.04964
8123.30267,0.04928
8115.58823,0.04898
8107.8738,0.04871
8100.15936,0.04847
8092.44492,0.04822
8084.73048,0.04794
8077.01605,0.04762
8069.30161,0.04729
8061.58717,0.04701
8053.87273,0.04677
8046.1583,0.04654
8038.44386,0.04632
8030.72942,0.0461
8023.01498,0.04588
8015.30055,0.04569
8007.58611,0.04552
7999.87167,0.04536
7992.15723,0.04524
7984.4428,0.0451
7976.72836,0.04489
7969.01392,0.04466
7961.29948,0.04451
7953.58505,0.04452
7945.87061,0.04457
7938.15617,0.04454
7930.44173,0.04443
7922.7273,0.04432
7915.01286,0.04428
7907.29842,0.04431
7899.58398,0.04435
7891.86955,0.04434
7884.15511,0.04431
7876.44067,0.04427
7868.72623,0.04423
7861.0118,0.04414
7853.29736,0.04403
7845.58292,0.04392
7837.86848,0.04383
7830.15405,0.04373
7822.43961,0.04362
7814.72517,0.04346
7807.01073,0.04324
7799.2963,0.04299
7791.58186,0.04278
7783.86742,0.04258
7776.15298,0.04241
7768.43855,0.04225
7760.72411,0.04208
7753.00967,0.04189
7745.29523,0.04165
7737.5808,0.04144
7729.86636,0.0413
7722.15192,0.04118
7714.43748,0.041
7706.72305,0.0408
7699.00861,0.04068
7691.29417,0.04063
7683.57973,0.04061
7675.8653,0.04055
7668.15086,0.04044
7660.43642,0.04031
7652.72198,0.04019
7645.00755,0.0401
7637.29311,0.04008
7629.57867,0.04011
7621.86423,0.04013
7614.1498,0.04014
7606.43536,0.04016
7598.72092,0.04021
7591.00648,0.04027
7583.29205,0.04033
7575.57761,0.04043
7567.86317,0.04057
7560.14874,0.04072
7552.4343,0.04087
7544.71986,0.04105
7537.00542,0.04128
7529.29099,0.04158
7521.57655,0.04192
7513.86211,0.04226
7506.14767,0.04264
7498.43324,0.04307
7490.7188,0.04354
7483.00436,0.04404
7475.28992,0.04462
7467.57549,0.0453
7459.86105,0.04603
7452.14661,0.04677
7444.43217,0.04753
7436.71774,0.04837
7429.0033,0.0493
7421.28886,0.0503
7413.57442,0.05132
7405.85999,0.05234
7398.14555,0.05336
7390.43111,0.05436
7382.71667,0.05538
7375.00224,0.05654
7367.2878,0.05771
7359.57336,0.0587
7351.85892,0.05951
7344.14449,0.06035
7336.43005,0.06133
7328.71561,0.06231
7321.00117,0.06323
7313.28674,0.06406
7305.5723,0.06485
7297.85786,0.06561
7290.14342,0.06632
7282.42899,0.06701
7274.71455,0.06761
7267.00011,0.06814
7259.28567,0.06868
7251.57124,0.06912
7243.8568,0.06947
7236.14236,0.07001
7228.42792,0.07089
7220.71349,0.07201
7212.99905,0.07312
7205.28461,0.07426
7197.57017,0.07548
7189.85574,0.07657
7182.1413,0.07753
7174.42686,0.07849
7166.71242,0.07956
7158.99799,0.08091
7151.28355,0.08222
7143.56911,0.08343
7135.85467,0.08493
7128.14024,0.08658
7120.4258,0.08821
7112.71136,0.09002
7104.99692,0.0921
7097.28249,0.09441
7089.56805,0.09697
7081.85361,0.09964
7074.13917,0.10246
7066.42474,0.10559
7058.7103,0.10893
7050.99586,0.11235
7043.28142,0.1159
7035.56699,0.11954
7027.85255,0.12318
7020.13811,0.12684
7012.42367,0.13055
7004.70924,0.13422
6996.9948,0.13776
6989.28036,0.14114
6981.56592,0.14431
6973.85149,0.14722
6966.13705,0.14984
6958.42261,0.15216
6950.70817,0.15424
6942.99374,0.15612
6935.2793,0.15784
6927.56486,0.15937
6919.85042,0.1607
6912.13599,0.16194
6904.42155,0.16311
6896.70711,0.16413
6888.99267,0.16503
6881.27824,0.16581
6873.5638,0.16646
6865.84936,0.167
6858.13492,0.16752
6850.42049,0.16801
6842.70605,0.16844
6834.99161,0.16876
6827.27717,0.16898
6819.56274,0.16913
6811.8483,0.16925
6804.13386,0.16936
6796.41942,0.1695
6788.70499,0.16968
6780.99055,0.16976
6773.27611,0.16974
6765.56167,0.16972
6757.84724,0.16978
6750.1328,0.16992
6742.41836,0.1701
6734.70392,0.17026
6726.98949,0.17038
6719.27505,0.17047
6711.56061,0.17055
6703.84617,0.17063
6696.13174,0.17073
6688.4173,0.1708
6680.70286,0.17078
6672.98842,0.17067
6665.27399,0.17053
6657.55955,0.17037
6649.84511,0.1702
6642.13067,0.17005
6634.41624,0.16989
6626.7018,0.16966
6618.98736,0.16934
6611.27292,0.16897
6603.55849,0.16857
6595.84405,0.1682
6588.12961,0.16788
6580.41517,0.16754
6572.70074,0.16716
6564.9863,0.16679
6557.27186,0.16646
6549.55742,0.16617
6541.84299,0.16594
6534.12855,0.16578
6526.41411,0.16563
6518.69967,0.16553
6510.98524,0.16545
6503.2708,0.16536
6495.55636,0.16528
6487.84192,0.1653
6480.12749,0.16541
6472.41305,0.16555
6464.69861,0.16566
6456.98417,0.16575
6449.26974,0.16582
6441.5553,0.1659
6433.84086,0.16602
6426.12642,0.16615
6418.41199,0.1663
6410.69755,0.16646
6402.98311,0.16662
6395.26867,0.16682
6387.55424,0.16709
6379.8398,0.16737
6372.12536,0.1676
6364.41092,0.16778
6356.69649,0.16793
6348.98205,0.16801
6341.26761,0.16801
6333.55317,0.16798
6325.83874,0.16792
6318.1243,0.16781
6310.40986,0.16758
6302.69543,0.16729
6294.98099,0.16698
6287.26655,0.16665
6279.55211,0.16628
6271.83768,0.16587
6264.12324,0.16545
6256.4088,0.165
6248.69436,0.1645
6240.97993,0.16396
6233.26549,0.16341
6225.55105,0.16288
6217.83661,0.16239
6210.12218,0.16192
6202.40774,0.16143
6194.6933,0.16093
6186.97886,0.16041
6179.26443,0.15989
6171.54999,0.15939
6163.83555,0.15893
6156.12111,0.1585
6148.40668,0.15805
6140.69224,0.15757
6132.9778,0.1571
6125.26336,0.15668
6117.54893,0.15634
6109.83449,0.15609
6102.12005,0.15587
6094.40561,0.15566
6086.69118,0.15542
6078.97674,0.15524
6071.2623,0.15516
6063.54786,0.15516
6055.83343,0.15523
6048.11899,0.15537
6040.40455,0.15556
6032.69011,0.15582
6024.97568,0.15612
6017.26124,0.15651
6009.5468,0.15694
6001.83236,0.15739
5994.11793,0.15783
5986.40349,0.15827
5978.68905,0.15878
5970.97461,0.15944
5963.26018,0.16031
5955.54574,0.16141
5947.8313,0.16269
5940.11686,0.16408
5932.40243,0.16558
5924.68799,0.16718
5916.97355,0.1688
5909.25911,0.1703
5901.54468,0.17155
5893.83024,0.17256
5886.1158,0.17345
5878.40136,0.17429
5870.68693,0.17502
5862.97249,0.17565
5855.25805,0.17629
5847.54361,0.17698
5839.82918,0.17777
5832.11474,0.17861
5824.4003,0.17944
5816.68586,0.18024
5808.97143,0.18103
5801.25699,0.18182
5793.54255,0.18258
5785.82811,0.1832
5778.11368,0.18353
5770.39924,0.1835
5762.6848,0.18327
5754.97036,0.18304
5747.25593,0.18289
5739.54149,0.18277
5731.82705,0.18255
5724.11261,0.18215
5716.39818,0.18156
5708.68374,0.1809
5700.9693,0.18029
5693.25486,0.17978
5685.54043,0.17934
5677.82599,0.17889
5670.11155,0.17834
5662.39711,0.17764
5654.68268,0.17684
5646.96824,0.17605
5639.2538,0.17536
5631.53936,0.17472
5623.82493,0.17413
5616.11049,0.1736
5608.39605,0.17312
5600.68161,0.17272
5592.96718,0.1724
5585.25274,0.17215
5577.5383,0.17191
5569.82386,0.17161
5562.10943,0.17121
5554.39499,0.17076
5546.68055,0.17037
5538.96611,0.17003
5531.25168,0.1697
5523.53724,0.16934
5515.8228,0.16897
5508.10836,0.16856
5500.39393,0.16807
5492.67949,0.16767
5484.96505,0.16741
5477.25061,0.16701
5469.53618,0.16641
5461.82174,0.16577
5454.1073,0.16502
5446.39286,0.1641
5438.67843,0.16332
5430.96399,0.16288
5423.24955,0.16242
5415.53511,0.16167
5407.82068,0.16104
5400.10624,0.16064
5392.3918,0.16019
5384.67736,0.15978
5376.96293,0.15965
5369.24849,0.15967
5361.53405,0.15945
5353.81961,0.15885
5346.10518,0.15841
5338.39074,0.15875
5330.6763,0.15977
5322.96186,0.16098
5315.24743,0.16206
5307.53299,0.16319
5299.81855,0.16462
5292.10411,0.16651
5284.38968,0.16908
5276.67524,0.17219
5268.9608,0.1756
5261.24636,0.17945
5253.53193,0.18375
5245.81749,0.18837
5238.10305,0.19287
5230.38861,0.19696
5222.67418,0.20081
5214.95974,0.20424
5207.2453,0.20718
5199.53086,0.20979
5191.81643,0.21189
5184.10199,0.21353
5176.38755,0.21489
5168.67311,0.21593
5160.95868,0.21663
5153.24424,0.21709
5145.5298,0.21734
5137.81536,0.21745
5130.10093,0.21759
5122.38649,0.21786
5114.67205,0.21835
5106.95761,0.21911
5099.24318,0.22014
5091.52874,0.22135
5083.8143,0.22261
5076.09986,0.22376
5068.38543,0.22468
5060.67099,0.22524
5052.95655,0.22548
5045.24212,0.22554
5037.52768,0.22554
5029.81324,0.22549
5022.0988,0.2254
5014.38437,0.22534
5006.66993,0.22539
4998.95549,0.22569
4991.24105,0.22643
4983.52662,0.22777
4975.81218,0.22977
4968.09774,0.23252
4960.3833,0.23606
4952.66887,0.24025
4944.95443,0.24488
4937.23999,0.24982
4929.52555,0.25512
4921.81112,0.26089
4914.09668,0.26709
4906.38224,0.27357
4898.6678,0.28013
4890.95337,0.28656
4883.23893,0.29271
4875.52449,0.29846
4867.81005,0.30376
4860.09562,0.30857
4852.38118,0.3129
4844.66674,0.31679
4836.9523,0.32031
4829.23787,0.3235
4821.52343,0.32645
4813.80899,0.32925
4806.09455,0.33192
4798.38012,0.33446
4790.66568,0.33682
4782.95124,0.33896
4775.2368,0.34095
4767.52237,0.34289
4759.80793,0.34478
4752.09349,0.34658
4744.37905,0.34814
4736.66462,0.34944
4728.95018,0.3505
4721.23574,0.3513
4713.5213,0.35196
4705.80687,0.35252
4698.09243,0.35301
4690.37799,0.35329
4682.66355,0.35321
4674.94912,0.35282
4667.23468,0.3522
4659.52024,0.35147
4651.8058,0.35074
4644.09137,0.35003
4636.37693,0.34916
4628.66249,0.34806
4620.94805,0.34682
4613.23362,0.34555
4605.51918,0.34429
4597.80474,0.34321
4590.0903,0.34234
4582.37587,0.34159
4574.66143,0.3407
4566.94699,0.33958
4559.23255,0.33826
4551.51812,0.33691
4543.80368,0.33566
4536.08924,0.33441
4528.3748,0.333
4520.66037,0.33138
4512.94593,0.32976
4505.23149,0.32834
4497.51705,0.32748
4489.80262,0.32754
4482.08818,0.32878
4474.37374,0.33077
4466.6593,0.33275
4458.94487,0.33458
4451.23043,0.33677
4443.51599,0.33973
4435.80155,0.34341
4428.08712,0.34764
4420.37268,0.35232
4412.65824,0.35724
4404.9438,0.36184
4397.22937,0.36563
4389.51493,0.36854
4381.80049,0.37067
4374.08605,0.37214
4366.37162,0.37319
4358.65718,0.37414
4350.94274,0.37521
4343.2283,0.37631
4335.51387,0.37725
4327.79943,0.3777
4320.08499,0.37737
4312.37055,0.37657
4304.65612,0.37584
4296.94168,0.37546
4289.22724,0.37543
4281.5128,0.37589
4273.79837,0.37693
4266.08393,0.37813
4258.36949,0.37866
4250.65505,0.37806
4242.94062,0.37688
4235.22618,0.37585
4227.51174,0.37515
4219.7973,0.37457
4212.08287,0.37413
4204.36843,0.37389
4196.65399,0.37382
4188.93955,0.3738
4181.22512,0.37388
4173.51068,0.37432
4165.79624,0.37517
4158.0818,0.37636
4150.36737,0.37783
4142.65293,0.37982
4134.93849,0.38258
4127.22405,0.38621
4119.50962,0.39069
4111.79518,0.39604
4104.08074,0.40237
4096.3663,0.40949
4088.65187,0.4171
4080.93743,0.42502
4073.22299,0.43315
4065.50855,0.44122
4057.79412,0.44869
4050.07968,0.45516
4042.36524,0.46058
4034.6508,0.46497
4026.93637,0.46829
4019.22193,0.4707
4011.50749,0.47234
4003.79305,0.47307
3996.07862,0.47275
3988.36418,0.47148
3980.64974,0.46962
3972.9353,0.4676
3965.22087,0.46538
3957.50643,0.46273
3949.79199,0.45973
3942.07755,0.45666
3934.36312,0.45314
3926.64868,0.44942
3918.93424,0.44613
3911.2198,0.44229
3903.50537,0.4375
3895.79093,0.4336
3888.07649,0.43107
3880.36205,0.42849
3872.64762,0.42563
3864.93318,0.42316
3857.21874,0.42167
3849.5043,0.42057
3841.78987,0.41922
3834.07543,0.41839
3826.36099,0.41828
3818.64655,0.41902
3810.93212,0.41988
3803.21768,0.42116
3795.50324,0.42425
3787.78881,0.42711
3780.07437,0.42904
3772.35993,0.43147
3764.64549,0.43316
3756.93106,0.43392
3749.21662,0.43703
3741.50218,0.44543
3733.78774,0.45725
3726.07331,0.47125
3718.35887,0.48864
3710.64443,0.52198
3702.92999,0.5816
3695.21556,0.66075
3687.50112,0.78234
3679.78668,0.94841
3672.07224,1.18699
3664.35781,1.5032
3656.64337,1.42152
3648.92893,1.02799
3641.21449,0.67559
3633.50006,0.42929
3625.78562,0.23411
3618.07118,0.13338
3610.35674,0.11344
3602.64231,0.1696
3594.92787,0.19273
