wavelength,absorbance,
10576.49379,0.03553,
10568.77935,0.03568,
10561.06492,0.03574,
10553.35048,0.03557,
10545.63604,0.03512,
10537.9216,0.03479,
10530.20717,0.03491,
10522.49273,0.03508,
10514.77829,0.03499,
10507.06385,0.03479,
10499.34942,0.03465,
10491.63498,0.03452,
10483.92054,0.03437,
10476.2061,0.03426,
10468.49167,0.03418,
10460.77723,0.0341,
10453.06279,0.034,
10445.34835,0.03392,
10437.63392,0.03395,
10429.91948,0.03402,
10422.20504,0.03392,
10414.4906,0.03371,
10406.77617,0.03358,
10399.06173,0.03357,
10391.34729,0.03373,
10383.63285,0.03382,
10375.91842,0.03376,
10368.20398,0.03384,
10360.48954,0.03406,
10352.7751,0.0342,
10345.06067,0.03424,
10337.34623,0.03426,
10329.63179,0.03437,
10321.91735,0.03462,
10314.20292,0.03483,
10306.48848,0.03489,
10298.77404,0.03496,
10291.0596,0.03509,
10283.34517,0.03522,
10275.63073,0.03537,
10267.91629,0.03555,
10260.20185,0.03577,
10252.48742,0.03605,
10244.77298,0.03632,
10237.05854,0.03653,
10229.3441,0.03673,
10221.62967,0.03692,
10213.91523,0.03703,
10206.20079,0.03705,
10198.48635,0.0372,
10190.77192,0.03743,
10183.05748,0.03755,
10175.34304,0.03772,
10167.6286,0.03803,
10159.91417,0.03823,
10152.19973,0.03824,
10144.48529,0.03824,
10136.77085,0.03838,
10129.05642,0.03853,
10121.34198,0.03856,
10113.62754,0.03855,
10105.91311,0.03856,
10098.19867,0.03855,
10090.48423,0.03846,
10082.76979,0.03839,
10075.05536,0.03836,
10067.34092,0.03833,
10059.62648,0.03834,
10051.91204,0.03843,
10044.19761,0.03853,
10036.48317,0.03847,
10028.76873,0.03832,
10021.05429,0.03828,
10013.33986,0.03829,
10005.62542,0.03818,
9997.91098,0.03814,
9990.19654,0.03831,
9982.48211,0.03841,
9974.76767,0.03825,
9967.05323,0.03803,
9959.33879,0.03792,
9951.62436,0.03798,
9943.90992,0.03809,
9936.19548,0.03806,
9928.48104,0.03787,
9920.76661,0.03767,
9913.05217,0.03761,
9905.33773,0.03762,
9897.62329,0.03762,
9889.90886,0.03762,
9882.19442,0.03761,
9874.47998,0.0376,
9866.76554,0.03759,
9859.05111,0.03752,
9851.33667,0.03735,
9843.62223,0.03714,
9835.90779,0.03694,
9828.19336,0.03677,
9820.47892,0.03672,
9812.76448,0.03679,
9805.05004,0.03678,
9797.33561,0.0366,
9789.62117,0.0363,
9781.90673,0.03603,
9774.19229,0.03587,
9766.47786,0.03581,
9758.76342,0.03581,
9751.04898,0.03584,
9743.33454,0.03585,
9735.62011,0.03576,
9727.90567,0.03553,
9720.19123,0.03526,
9712.47679,0.0351,
9704.76236,0.03504,
9697.04792,0.03491,
9689.33348,0.03475,
9681.61904,0.03472,
9673.90461,0.03474,
9666.19017,0.03459,
9658.47573,0.03432,
9650.76129,0.03411,
9643.04686,0.03397,
9635.33242,0.03385,
9627.61798,0.0337,
9619.90354,0.03354,
9612.18911,0.03344,
9604.47467,0.03341,
9596.76023,0.03331,
9589.04579,0.0331,
9581.33136,0.03293,
9573.61692,0.03285,
9565.90248,0.03278,
9558.18804,0.03266,
9550.47361,0.03256,
9542.75917,0.03252,
9535.04473,0.03255,
9527.33029,0.03258,
9519.61586,0.03253,
9511.90142,0.03239,
9504.18698,0.03228,
9496.47254,0.0322,
9488.75811,0.0321,
9481.04367,0.03199,
9473.32923,0.03189,
9465.61479,0.03179,
9457.90036,0.03172,
9450.18592,0.03163,
9442.47148,0.03152,
9434.75704,0.0314,
9427.04261,0.03122,
9419.32817,0.03111,
9411.61373,0.03114,
9403.89929,0.0312,
9396.18486,0.03114,
9388.47042,0.03095,
9380.75598,0.03073,
9373.04154,0.0306,
9365.32711,0.03052,
9357.61267,0.03041,
9349.89823,0.03026,
9342.18379,0.03015,
9334.46936,0.03007,
9326.75492,0.02997,
9319.04048,0.02985,
9311.32604,0.02974,
9303.61161,0.0296,
9295.89717,0.02942,
9288.18273,0.02928,
9280.46829,0.02927,
9272.75386,0.0293,
9265.03942,0.02924,
9257.32498,0.02908,
9249.61054,0.0289,
9241.89611,0.02876,
9234.18167,0.02868,
9226.46723,0.02864,
9218.75279,0.02859,
9211.03836,0.02849,
9203.32392,0.02836,
9195.60948,0.02827,
9187.89504,0.02823,
9180.18061,0.02818,
9172.46617,0.02808,
9164.75173,0.02796,
9157.03729,0.02785,
9149.32286,0.02775,
9141.60842,0.02769,
9133.89398,0.02768,
9126.17954,0.02769,
9118.46511,0.02762,
9110.75067,0.02746,
9103.03623,0.02734,
9095.32179,0.02729,
9087.60736,0.02723,
9079.89292,0.02717,
9072.17848,0.02714,
9064.46404,0.02716,
9056.74961,0.02714,
9049.03517,0.02708,
9041.32073,0.02702,
9033.60629,0.02697,
9025.89186,0.02685,
9018.17742,0.02671,
9010.46298,0.02663,
9002.74854,0.02663,
8995.03411,0.02668,
8987.31967,0.02672,
8979.60523,0.02675,
8971.89079,0.02677,
8964.17636,0.02678,
8956.46192,0.02686,
8948.74748,0.02699,
8941.03304,0.02712,
8933.31861,0.02719,
8925.60417,0.02728,
8917.88973,0.02742,
8910.17529,0.02757,
8902.46086,0.02773,
8894.74642,0.02788,
8887.03198,0.02801,
8879.31754,0.02818,
8871.60311,0.02845,
8863.88867,0.02875,
8856.17423,0.02903,
8848.45979,0.02932,
8840.74536,0.02963,
8833.03092,0.02992,
8825.31648,0.03022,
8817.60205,0.03048,
8809.88761,0.03077,
8802.17317,0.03112,
8794.45873,0.03147,
8786.7443,0.03179,
8779.02986,0.03209,
8771.31542,0.03236,
8763.60098,0.03261,
8755.88655,0.03283,
8748.17211,0.03305,
8740.45767,0.03328,
8732.74323,0.03342,
8725.0288,0.0335,
8717.31436,0.03369,
8709.59992,0.03401,
8701.88548,0.03436,
8694.17105,0.03471,
8686.45661,0.03506,
8678.74217,0.0354,
8671.02773,0.03577,
8663.3133,0.03616,
8655.59886,0.03658,
8647.88442,0.03706,
8640.16998,0.0376,
8632.45555,0.03817,
8624.74111,0.03876,
8617.02667,0.03937,
8609.31223,0.04001,
8601.5978,0.04069,
8593.88336,0.04141,
8586.16892,0.04217,
8578.45448,0.04289,
8570.74005,0.0435,
8563.02561,0.04401,
8555.31117,0.04456,
8547.59673,0.04519,
8539.8823,0.04579,
8532.16786,0.04633,
8524.45342,0.04685,
8516.73898,0.04743,
8509.02455,0.04807,
8501.31011,0.04872,
8493.59567,0.04937,
8485.88123,0.05002,
8478.1668,0.05063,
8470.45236,0.05123,
8462.73792,0.05184,
8455.02348,0.05243,
8447.30905,0.05303,
8439.59461,0.05367,
8431.88017,0.05423,
8424.16573,0.05466,
8416.4513,0.05502,
8408.73686,0.05537,
8401.02242,0.05574,
8393.30798,0.05605,
8385.59355,0.05623,
8377.87911,0.05637,
8370.16467,0.05653,
8362.45023,0.05669,
8354.7358,0.05681,
8347.02136,0.0569,
8339.30692,0.05701,
8331.59248,0.05713,
8323.87805,0.05727,
8316.16361,0.05737,
8308.44917,0.0574,
8300.73473,0.05742,
8293.0203,0.05744,
8285.30586,0.05745,
8277.59142,0.05745,
8269.87698,0.05741,
8262.16255,0.0573,
8254.44811,0.05719,
8246.73367,0.05708,
8239.01923,0.05692,
8231.3048,0.05676,
8223.59036,0.05656,
8215.87592,0.05629,
8208.16148,0.05599,
8200.44705,0.05571,
8192.73261,0.05541,
8185.01817,0.05509,
8177.30373,0.05475,
8169.5893,0.05438,
8161.87486,0.05405,
8154.16042,0.05378,
8146.44598,0.05348,
8138.73155,0.05315,
8131.01711,0.05283,
8123.30267,0.05253,
8115.58823,0.05224,
8107.8738,0.052,
8100.15936,0.05181,
8092.44492,0.05161,
8084.73048,0.05135,
8077.01605,0.05106,
8069.30161,0.05081,
8061.58717,0.05058,
8053.87273,0.05033,
8046.1583,0.05011,
8038.44386,0.04992,
8030.72942,0.04974,
8023.01498,0.04958,
8015.30055,0.04943,
8007.58611,0.04929,
7999.87167,0.04915,
7992.15723,0.04902,
7984.4428,0.04892,
7976.72836,0.04884,
7969.01392,0.04874,
7961.29948,0.04866,
7953.58505,0.0486,
7945.87061,0.04855,
7938.15617,0.04849,
7930.44173,0.04845,
7922.7273,0.04845,
7915.01286,0.0485,
7907.29842,0.04856,
7899.58398,0.04858,
7891.86955,0.04855,
7884.15511,0.04848,
7876.44067,0.04842,
7868.72623,0.04839,
7861.0118,0.04831,
7853.29736,0.04817,
7845.58292,0.04803,
7837.86848,0.04791,
7830.15405,0.0478,
7822.43961,0.04769,
7814.72517,0.04752,
7807.01073,0.0473,
7799.2963,0.04709,
7791.58186,0.04691,
7783.86742,0.04672,
7776.15298,0.04652,
7768.43855,0.04632,
7760.72411,0.04612,
7753.00967,0.04591,
7745.29523,0.04572,
7737.5808,0.04556,
7729.86636,0.04539,
7722.15192,0.04521,
7714.43748,0.04504,
7706.72305,0.04486,
7699.00861,0.04469,
7691.29417,0.04455,
7683.57973,0.04446,
7675.8653,0.04441,
7668.15086,0.04435,
7660.43642,0.04425,
7652.72198,0.04416,
7645.00755,0.04408,
7637.29311,0.04401,
7629.57867,0.04396,
7621.86423,0.04397,
7614.1498,0.04402,
7606.43536,0.04404,
7598.72092,0.04403,
7591.00648,0.04403,
7583.29205,0.04407,
7575.57761,0.04416,
7567.86317,0.04428,
7560.14874,0.04442,
7552.4343,0.04457,
7544.71986,0.04476,
7537.00542,0.04501,
7529.29099,0.04532,
7521.57655,0.04567,
7513.86211,0.04601,
7506.14767,0.04641,
7498.43324,0.0469,
7490.7188,0.04744,
7483.00436,0.04799,
7475.28992,0.0486,
7467.57549,0.04928,
7459.86105,0.05,
7452.14661,0.05075,
7444.43217,0.05158,
7436.71774,0.05249,
7429.0033,0.05349,
7421.28886,0.05454,
7413.57442,0.05562,
7405.85999,0.05673,
7398.14555,0.05787,
7390.43111,0.05898,
7382.71667,0.06006,
7375.00224,0.06121,
7367.2878,0.06244,
7359.57336,0.06357,
7351.85892,0.06451,
7344.14449,0.06544,
7336.43005,0.06649,
7328.71561,0.06749,
7321.00117,0.06838,
7313.28674,0.06919,
7305.5723,0.07,
7297.85786,0.07078,
7290.14342,0.07154,
7282.42899,0.07224,
7274.71455,0.07281,
7267.00011,0.07327,
7259.28567,0.07373,
7251.57124,0.07413,
7243.8568,0.07446,
7236.14236,0.07496,
7228.42792,0.07582,
7220.71349,0.07691,
7212.99905,0.07794,
7205.28461,0.07898,
7197.57017,0.08012,
7189.85574,0.08121,
7182.1413,0.08221,
7174.42686,0.08316,
7166.71242,0.08422,
7158.99799,0.08552,
7151.28355,0.0868,
7143.56911,0.08802,
7135.85467,0.08959,
7128.14024,0.09133,
7120.4258,0.09301,
7112.71136,0.09482,
7104.99692,0.0969,
7097.28249,0.09931,
7089.56805,0.10207,
7081.85361,0.10498,
7074.13917,0.10805,
7066.42474,0.11148,
7058.7103,0.11514,
7050.99586,0.11886,
7043.28142,0.12278,
7035.56699,0.12684,
7027.85255,0.13091,
7020.13811,0.13502,
7012.42367,0.13915,
7004.70924,0.14318,
6996.9948,0.14706,
6989.28036,0.15076,
6981.56592,0.1543,
6973.85149,0.15769,
6966.13705,0.1608,
6958.42261,0.16356,
6950.70817,0.16608,
6942.99374,0.16841,
6935.2793,0.17055,
6927.56486,0.17245,
6919.85042,0.17411,
6912.13599,0.17561,
6904.42155,0.17693,
6896.70711,0.17801,
6888.99267,0.17896,
6881.27824,0.17983,
6873.5638,0.18058,
6865.84936,0.1812,
6858.13492,0.18178,
6850.42049,0.18229,
6842.70605,0.1827,
6834.99161,0.18298,
6827.27717,0.18319,
6819.56274,0.18338,
6811.8483,0.18352,
6804.13386,0.18358,
6796.41942,0.18363,
6788.70499,0.18369,
6780.99055,0.18374,
6773.27611,0.18375,
6765.56167,0.18373,
6757.84724,0.1837,
6750.1328,0.18367,
6742.41836,0.18362,
6734.70392,0.18356,
6726.98949,0.1835,
6719.27505,0.18346,
6711.56061,0.18341,
6703.84617,0.18335,
6696.13174,0.18326,
6688.4173,0.18313,
6680.70286,0.18293,
6672.98842,0.18268,
6665.27399,0.18239,
6657.55955,0.18209,
6649.84511,0.18178,
6642.13067,0.1815,
6634.41624,0.18125,
6626.7018,0.181,
6618.98736,0.18075,
6611.27292,0.18044,
6603.55849,0.18004,
6595.84405,0.17961,
6588.12961,0.1792,
6580.41517,0.17882,
6572.70074,0.17845,
6564.9863,0.17811,
6557.27186,0.17778,
6549.55742,0.17747,
6541.84299,0.17721,
6534.12855,0.177,
6526.41411,0.17684,
6518.69967,0.17674,
6510.98524,0.17669,
6503.2708,0.17665,
6495.55636,0.17665,
6487.84192,0.1767,
6480.12749,0.17682,
6472.41305,0.17694,
6464.69861,0.17704,
6456.98417,0.1772,
6449.26974,0.1774,
6441.5553,0.17762,
6433.84086,0.17782,
6426.12642,0.17801,
6418.41199,0.17822,
6410.69755,0.1785,
6402.98311,0.17878,
6395.26867,0.17903,
6387.55424,0.17927,
6379.8398,0.1795,
6372.12536,0.1797,
6364.41092,0.17985,
6356.69649,0.17994,
6348.98205,0.18004,
6341.26761,0.18013,
6333.55317,0.18016,
6325.83874,0.18008,
6318.1243,0.17994,
6310.40986,0.17978,
6302.69543,0.17958,
6294.98099,0.17932,
6287.26655,0.17901,
6279.55211,0.17865,
6271.83768,0.17824,
6264.12324,0.17778,
6256.4088,0.17729,
6248.69436,0.17678,
6240.97993,0.17623,
6233.26549,0.17566,
6225.55105,0.1751,
6217.83661,0.17453,
6210.12218,0.17394,
6202.40774,0.17335,
6194.6933,0.1728,
6186.97886,0.17228,
6179.26443,0.17174,
6171.54999,0.1712,
6163.83555,0.17068,
6156.12111,0.17014,
6148.40668,0.16958,
6140.69224,0.16904,
6132.9778,0.16856,
6125.26336,0.16813,
6117.54893,0.16772,
6109.83449,0.1673,
6102.12005,0.16692,
6094.40561,0.16662,
6086.69118,0.16639,
6078.97674,0.16623,
6071.2623,0.16614,
6063.54786,0.16613,
6055.83343,0.16621,
6048.11899,0.16635,
6040.40455,0.16658,
6032.69011,0.16692,
6024.97568,0.16734,
6017.26124,0.16778,
6009.5468,0.16819,
6001.83236,0.16856,
5994.11793,0.16891,
5986.40349,0.16929,
5978.68905,0.16973,
5970.97461,0.17024,
5963.26018,0.17086,
5955.54574,0.17163,
5947.8313,0.17255,
5940.11686,0.17363,
5932.40243,0.17485,
5924.68799,0.17612,
5916.97355,0.17735,
5909.25911,0.17843,
5901.54468,0.17927,
5893.83024,0.17993,
5886.1158,0.18053,
5878.40136,0.1811,
5870.68693,0.18165,
5862.97249,0.18221,
5855.25805,0.18283,
5847.54361,0.18353,
5839.82918,0.18432,
5832.11474,0.18519,
5824.4003,0.18611,
5816.68586,0.18702,
5808.97143,0.18789,
5801.25699,0.18873,
5793.54255,0.18957,
5785.82811,0.19026,
5778.11368,0.1907,
5770.39924,0.19085,
5762.6848,0.19081,
5754.97036,0.19069,
5747.25593,0.19053,
5739.54149,0.19034,
5731.82705,0.19006,
5724.11261,0.18964,
5716.39818,0.18909,
5708.68374,0.18849,
5700.9693,0.18794,
5693.25486,0.18742,
5685.54043,0.18694,
5677.82599,0.18649,
5670.11155,0.18603,
5662.39711,0.18547,
5654.68268,0.18482,
5646.96824,0.18417,
5639.2538,0.18356,
5631.53936,0.18298,
5623.82493,0.18248,
5616.11049,0.18207,
5608.39605,0.1817,
5600.68161,0.18137,
5592.96718,0.18108,
5585.25274,0.18082,
5577.5383,0.18056,
5569.82386,0.18028,
5562.10943,0.17995,
5554.39499,0.17959,
5546.68055,0.17929,
5538.96611,0.17903,
5531.25168,0.17877,
5523.53724,0.17847,
5515.8228,0.17817,
5508.10836,0.17785,
5500.39393,0.17746,
5492.67949,0.17713,
5484.96505,0.17693,
5477.25061,0.17656,
5469.53618,0.17599,
5461.82174,0.17546,
5454.1073,0.17484,
5446.39286,0.17404,
5438.67843,0.17333,
5430.96399,0.17293,
5423.24955,0.17251,
5415.53511,0.17184,
5407.82068,0.17128,
5400.10624,0.17097,
5392.3918,0.1706,
5384.67736,0.1702,
5376.96293,0.17001,
5369.24849,0.16998,
5361.53405,0.16978,
5353.81961,0.16923,
5346.10518,0.1688,
5338.39074,0.16905,
5330.6763,0.16993,
5322.96186,0.17096,
5315.24743,0.17186,
5307.53299,0.17276,
5299.81855,0.17392,
5292.10411,0.17543,
5284.38968,0.17748,
5276.67524,0.17995,
5268.9608,0.18265,
5261.24636,0.18579,
5253.53193,0.18942,
5245.81749,0.19344,
5238.10305,0.19738,
5230.38861,0.20092,
5222.67418,0.20424,
5214.95974,0.2072,
5207.2453,0.20975,
5199.53086,0.21204,
5191.81643,0.21389,
5184.10199,0.21529,
5176.38755,0.21639,
5168.67311,0.21711,
5160.95868,0.21755,
5153.24424,0.21787,
5145.5298,0.21806,
5137.81536,0.21811,
5130.10093,0.21809,
5122.38649,0.21808,
5114.67205,0.21815,
5106.95761,0.21839,
5099.24318,0.21883,
5091.52874,0.21952,
5083.8143,0.22051,
5076.09986,0.22178,
5068.38543,0.22322,
5060.67099,0.22463,
5052.95655,0.22584,
5045.24212,0.22675,
5037.52768,0.22735,
5029.81324,0.22769,
5022.0988,0.22788,
5014.38437,0.22808,
5006.66993,0.22848,
4998.95549,0.22924,
4991.24105,0.2305,
4983.52662,0.2324,
4975.81218,0.23501,
4968.09774,0.23835,
4960.3833,0.2424,
4952.66887,0.24711,
4944.95443,0.25241,
4937.23999,0.2582,
4929.52555,0.26438,
4921.81112,0.27087,
4914.09668,0.27759,
4906.38224,0.2844,
4898.6678,0.29118,
4890.95337,0.29786,
4883.23893,0.30432,
4875.52449,0.31042,
4867.81005,0.31607,
4860.09562,0.32123,
4852.38118,0.32594,
4844.66674,0.33023,
4836.9523,0.3342,
4829.23787,0.33795,
4821.52343,0.34149,
4813.80899,0.34482,
4806.09455,0.34794,
4798.38012,0.35085,
4790.66568,0.35362,
4782.95124,0.35617,
4775.2368,0.35849,
4767.52237,0.36059,
4759.80793,0.36252,
4752.09349,0.36433,
4744.37905,0.36593,
4736.66462,0.36727,
4728.95018,0.36831,
4721.23574,0.36906,
4713.5213,0.3696,
4705.80687,0.36987,
4698.09243,0.36993,
4690.37799,0.36981,
4682.66355,0.36955,
4674.94912,0.36911,
4667.23468,0.36844,
4659.52024,0.36749,
4651.8058,0.36624,
4644.09137,0.36476,
4636.37693,0.36317,
4628.66249,0.36148,
4620.94805,0.35971,
4613.23362,0.35792,
4605.51918,0.35628,
4597.80474,0.35493,
4590.0903,0.35377,
4582.37587,0.35272,
4574.66143,0.35165,
4566.94699,0.35048,
4559.23255,0.34913,
4551.51812,0.34762,
4543.80368,0.34605,
4536.08924,0.34441,
4528.3748,0.34266,
4520.66037,0.34076,
4512.94593,0.33876,
4505.23149,0.33678,
4497.51705,0.3351,
4489.80262,0.33394,
4482.08818,0.33355,
4474.37374,0.3341,
4466.6593,0.33563,
4458.94487,0.33805,
4451.23043,0.34116,
4443.51599,0.34481,
4435.80155,0.34886,
4428.08712,0.35324,
4420.37268,0.35784,
4412.65824,0.36246,
4404.9438,0.36674,
4397.22937,0.37027,
4389.51493,0.3728,
4381.80049,0.37441,
4374.08605,0.37531,
4366.37162,0.37579,
4358.65718,0.37612,
4350.94274,0.37663,
4343.2283,0.37742,
4335.51387,0.37839,
4327.79943,0.37906,
4320.08499,0.37907,
4312.37055,0.37863,
4304.65612,0.37829,
4296.94168,0.37821,
4289.22724,0.37829,
4281.5128,0.37852,
4273.79837,0.37898,
4266.08393,0.37957,
4258.36949,0.37984,
4250.65505,0.37949,
4242.94062,0.37873,
4235.22618,0.37806,
4227.51174,0.37762,
4219.7973,0.37718,
4212.08287,0.37668,
4204.36843,0.3763,
4196.65399,0.37623,
4188.93955,0.37653,
4181.22512,0.37712,
4173.51068,0.37795,
4165.79624,0.37891,
4158.0818,0.38014,
4150.36737,0.38178,
4142.65293,0.3841,
4134.93849,0.3872,
4127.22405,0.39098,
4119.50962,0.39545,
4111.79518,0.4007,
4104.08074,0.40688,
4096.3663,0.41379,
4088.65187,0.42121,
4080.93743,0.42905,
4073.22299,0.4371,
4065.50855,0.44505,
4057.79412,0.45255,
4050.07968,0.45947,
4042.36524,0.4658,
4034.6508,0.47135,
4026.93637,0.47573,
4019.22193,0.47874,
4011.50749,0.48063,
4003.79305,0.48156,
3996.07862,0.48147,
3988.36418,0.48042,
3980.64974,0.47866,
3972.9353,0.47651,
3965.22087,0.47402,
3957.50643,0.471,
3949.79199,0.46766,
3942.07755,0.46454,
3934.36312,0.46126,
3926.64868,0.4578,
3918.93424,0.4547,
3911.2198,0.45107,
3903.50537,0.44649,
3895.79093,0.4428,
3888.07649,0.44042,
3880.36205,0.43784,
3872.64762,0.43499,
3864.93318,0.43267,
3857.21874,0.4314,
3849.5043,0.4305,
3841.78987,0.42942,
3834.07543,0.42884,
3826.36099,0.4288,
3818.64655,0.42938,
3810.93212,0.43002,
3803.21768,0.4312,
3795.50324,0.43423,
3787.78881,0.43702,
3780.07437,0.43886,
3772.35993,0.44109,
3764.64549,0.44238,
3756.93106,0.44251,
3749.21662,0.44474,
3741.50218,0.45229,
3733.78774,0.46372,
3726.07331,0.47754,
3718.35887,0.49432,
3710.64443,0.52589,
3702.92999,0.58208,
3695.21556,0.65634,
3687.50112,0.77242,
3679.78668,0.93716,
3672.07224,1.18435,
3664.35781,1.50121,
3656.64337,1.38574,
3648.92893,1.00183,
3641.21449,0.67191,
3633.50006,0.43873,
3625.78562,0.25112,
3618.07118,0.16534,
3610.35674,0.15016,
3602.64231,0.19797,
3594.92787,0.22391,
