wavelength,absorbance
11409.65304,0.07933
11401.9386,0.07914
11394.22416,0.07906
11386.50973,0.07883
11378.79529,0.07842
11371.08085,0.078
11363.36642,0.07772
11355.65198,0.0775
11347.93754,0.07737
11340.2231,0.07742
11332.50867,0.07743
11324.79423,0.07729
11317.07979,0.07713
11309.36535,0.07682
11301.65092,0.07638
11293.93648,0.07621
11286.22204,0.0763
11278.5076,0.07626
11270.79317,0.07612
11263.07873,0.07617
11255.36429,0.0764
11247.64985,0.07648
11239.93542,0.0762
11232.22098,0.07559
11224.50654,0.075
11216.7921,0.07464
11209.07767,0.07427
11201.36323,0.07402
11193.64879,0.07393
11185.93435,0.07356
11178.21992,0.07294
11170.50548,0.0725
11162.79104,0.07249
11155.0766,0.0728
11147.36217,0.07312
11139.64773,0.07314
11131.93329,0.07277
11124.21885,0.07231
11116.50442,0.07208
11108.78998,0.07197
11101.07554,0.07167
11093.3611,0.07138
11085.64667,0.07149
11077.93223,0.07172
11070.21779,0.0716
11062.50335,0.0711
11054.78892,0.07063
11047.07448,0.07052
11039.36004,0.07062
11031.6456,0.07071
11023.93117,0.07073
11016.21673,0.07082
11008.50229,0.07098
11000.78785,0.07079
10993.07342,0.07023
10985.35898,0.06969
10977.64454,0.06929
10969.9301,0.06926
10962.21567,0.06962
10954.50123,0.06989
10946.78679,0.06972
10939.07235,0.06941
10931.35792,0.06936
10923.64348,0.06939
10915.92904,0.0692
10908.2146,0.0689
10900.50017,0.06859
10892.78573,0.0682
10885.07129,0.06773
10877.35685,0.06731
10869.64242,0.067
10861.92798,0.06688
10854.21354,0.06703
10846.4991,0.06708
10838.78467,0.06667
10831.07023,0.06636
10823.35579,0.06651
10815.64135,0.06653
10807.92692,0.06616
10800.21248,0.06594
10792.49804,0.06603
10784.7836,0.0659
10777.06917,0.0655
10769.35473,0.06534
10761.64029,0.06547
10753.92585,0.06553
10746.21142,0.06526
10738.49698,0.06462
10730.78254,0.06406
10723.0681,0.06393
10715.35367,0.06402
10707.63923,0.064
10699.92479,0.06379
10692.21035,0.06359
10684.49592,0.06362
10676.78148,0.06366
10669.06704,0.06347
10661.3526,0.06307
10653.63817,0.0628
10645.92373,0.06283
10638.20929,0.0629
10630.49485,0.06276
10622.78042,0.06243
10615.06598,0.06215
10607.35154,0.062
10599.6371,0.06177
10591.92267,0.06144
10584.20823,0.06122
10576.49379,0.06118
10568.77935,0.06114
10561.06492,0.06111
10553.35048,0.06113
10545.63604,0.06103
10537.9216,0.06085
10530.20717,0.06064
10522.49273,0.06041
10514.77829,0.06013
10507.06385,0.05979
10499.34942,0.05955
10491.63498,0.05952
10483.92054,0.05954
10476.2061,0.05951
10468.49167,0.05937
10460.77723,0.05909
10453.06279,0.0589
10445.34835,0.05895
10437.63392,0.05909
10429.91948,0.05923
10422.20504,0.05919
10414.4906,0.05886
10406.77617,0.05851
10399.06173,0.05827
10391.34729,0.05815
10383.63285,0.05807
10375.91842,0.05805
10368.20398,0.05828
10360.48954,0.05856
10352.7751,0.05853
10345.06067,0.05837
10337.34623,0.05837
10329.63179,0.05835
10321.91735,0.05817
10314.20292,0.05803
10306.48848,0.05808
10298.77404,0.05828
10291.0596,0.05855
10283.34517,0.05878
10275.63073,0.05885
10267.91629,0.05885
10260.20185,0.05896
10252.48742,0.05928
10244.77298,0.05957
10237.05854,0.05967
10229.3441,0.05965
10221.62967,0.05956
10213.91523,0.05949
10206.20079,0.05959
10198.48635,0.05979
10190.77192,0.05996
10183.05748,0.06004
10175.34304,0.06016
10167.6286,0.06033
10159.91417,0.06045
10152.19973,0.06045
10144.48529,0.06035
10136.77085,0.06028
10129.05642,0.0603
10121.34198,0.06036
10113.62754,0.06033
10105.91311,0.06021
10098.19867,0.06011
10090.48423,0.0601
10082.76979,0.0601
10075.05536,0.06007
10067.34092,0.05999
10059.62648,0.05989
10051.91204,0.05979
10044.19761,0.05968
10036.48317,0.0595
10028.76873,0.05935
10021.05429,0.05933
10013.33986,0.05939
10005.62542,0.05941
9997.91098,0.05937
9990.19654,0.05931
9982.48211,0.05923
9974.76767,0.0591
9967.05323,0.05898
9959.33879,0.05891
9951.62436,0.05883
9943.90992,0.05872
9936.19548,0.05868
9928.48104,0.05868
9920.76661,0.05865
9913.05217,0.0586
9905.33773,0.0586
9897.62329,0.05857
9889.90886,0.05844
9882.19442,0.05829
9874.47998,0.0582
9866.76554,0.05808
9859.05111,0.05784
9851.33667,0.05753
9843.62223,0.05731
9835.90779,0.05721
9828.19336,0.05714
9820.47892,0.05713
9812.76448,0.05721
9805.05004,0.05714
9797.33561,0.05682
9789.62117,0.05651
9781.90673,0.05635
9774.19229,0.05626
9766.47786,0.05615
9758.76342,0.05603
9751.04898,0.05588
9743.33454,0.05572
9735.62011,0.05559
9727.90567,0.05548
9720.19123,0.05536
9712.47679,0.05525
9704.76236,0.0551
9697.04792,0.05493
9689.33348,0.05474
9681.61904,0.05456
9673.90461,0.05442
9666.19017,0.05428
9658.47573,0.05418
9650.76129,0.05412
9643.04686,0.05393
9635.33242,0.05366
9627.61798,0.05347
9619.90354,0.05336
9612.18911,0.05327
9604.47467,0.05317
9596.76023,0.05299
9589.04579,0.05285
9581.33136,0.05278
9573.61692,0.05273
9565.90248,0.05257
9558.18804,0.05233
9550.47361,0.05211
9542.75917,0.052
9535.04473,0.05193
9527.33029,0.05181
9519.61586,0.05169
9511.90142,0.05164
9504.18698,0.05161
9496.47254,0.05154
9488.75811,0.05141
9481.04367,0.05121
9473.32923,0.05098
9465.61479,0.05084
9457.90036,0.0508
9450.18592,0.0507
9442.47148,0.05053
9434.75704,0.05032
9427.04261,0.05009
9419.32817,0.04994
9411.61373,0.0499
9403.89929,0.04988
9396.18486,0.04977
9388.47042,0.04964
9380.75598,0.04956
9373.04154,0.04944
9365.32711,0.04926
9357.61267,0.04911
9349.89823,0.04906
9342.18379,0.04901
9334.46936,0.04887
9326.75492,0.04869
9319.04048,0.0486
9311.32604,0.04857
9303.61161,0.0485
9295.89717,0.04834
9288.18273,0.04819
9280.46829,0.04808
9272.75386,0.04794
9265.03942,0.0477
9257.32498,0.0474
9249.61054,0.04714
9241.89611,0.04709
9234.18167,0.0472
9226.46723,0.04721
9218.75279,0.04703
9211.03836,0.04682
9203.32392,0.04667
9195.60948,0.04661
9187.89504,0.04658
9180.18061,0.04649
9172.46617,0.04637
9164.75173,0.04629
9157.03729,0.04619
9149.32286,0.04606
9141.60842,0.04597
9133.89398,0.04592
9126.17954,0.04588
9118.46511,0.04573
9110.75067,0.0455
9103.03623,0.04534
9095.32179,0.04533
9087.60736,0.04535
9079.89292,0.04528
9072.17848,0.04518
9064.46404,0.04511
9056.74961,0.04502
9049.03517,0.04489
9041.32073,0.04483
9033.60629,0.04482
9025.89186,0.04478
9018.17742,0.04469
9010.46298,0.04464
9002.74854,0.04462
8995.03411,0.04457
8987.31967,0.04454
8979.60523,0.04454
8971.89079,0.04454
8964.17636,0.04452
8956.46192,0.04452
8948.74748,0.04462
8941.03304,0.04473
8933.31861,0.04476
8925.60417,0.0448
8917.88973,0.04493
8910.17529,0.04508
8902.46086,0.0452
8894.74642,0.04536
8887.03198,0.04554
8879.31754,0.04572
8871.60311,0.04589
8863.88867,0.0461
8856.17423,0.0464
8848.45979,0.04673
8840.74536,0.04699
8833.03092,0.04724
8825.31648,0.04755
8817.60205,0.04781
8809.88761,0.04804
8802.17317,0.0484
8794.45873,0.04877
8786.7443,0.04904
8779.02986,0.04927
8771.31542,0.04953
8763.60098,0.04979
8755.88655,0.05001
8748.17211,0.05025
8740.45767,0.05048
8732.74323,0.05063
8725.0288,0.05077
8717.31436,0.05097
8709.59992,0.0512
8701.88548,0.05147
8694.17105,0.05176
8686.45661,0.052
8678.74217,0.05228
8671.02773,0.05265
8663.3133,0.05301
8655.59886,0.05341
8647.88442,0.0539
8640.16998,0.05446
8632.45555,0.05506
8624.74111,0.05569
8617.02667,0.05633
8609.31223,0.05692
8601.5978,0.05745
8593.88336,0.05803
8586.16892,0.0587
8578.45448,0.05939
8570.74005,0.05996
8563.02561,0.06045
8555.31117,0.061
8547.59673,0.06164
8539.8823,0.06228
8532.16786,0.06286
8524.45342,0.06342
8516.73898,0.06401
8509.02455,0.06458
8501.31011,0.06512
8493.59567,0.0657
8485.88123,0.06633
8478.1668,0.06698
8470.45236,0.06759
8462.73792,0.06815
8455.02348,0.06873
8447.30905,0.06936
8439.59461,0.06996
8431.88017,0.07049
8424.16573,0.07096
8416.4513,0.07138
8408.73686,0.07175
8401.02242,0.07204
8393.30798,0.07226
8385.59355,0.07246
8377.87911,0.07267
8370.16467,0.07284
8362.45023,0.07294
8354.7358,0.07299
8347.02136,0.07304
8339.30692,0.07315
8331.59248,0.07324
8323.87805,0.0733
8316.16361,0.07338
8308.44917,0.07346
8300.73473,0.0735
8293.0203,0.07347
8285.30586,0.07342
8277.59142,0.07341
8269.87698,0.07346
8262.16255,0.07346
8254.44811,0.07334
8246.73367,0.07312
8239.01923,0.07288
8231.3048,0.07268
8223.59036,0.07246
8215.87592,0.07217
8208.16148,0.07185
8200.44705,0.07151
8192.73261,0.07114
8185.01817,0.07078
8177.30373,0.07041
8169.5893,0.07001
8161.87486,0.0696
8154.16042,0.06923
8146.44598,0.06889
8138.73155,0.06852
8131.01711,0.06818
8123.30267,0.06788
8115.58823,0.06761
8107.8738,0.06732
8100.15936,0.06703
8092.44492,0.06675
8084.73048,0.06647
8077.01605,0.06614
8069.30161,0.06582
8061.58717,0.06555
8053.87273,0.06532
8046.1583,0.06507
8038.44386,0.06482
8030.72942,0.06463
8023.01498,0.06449
8015.30055,0.06435
8007.58611,0.06417
7999.87167,0.06398
7992.15723,0.06381
7984.4428,0.06366
7976.72836,0.06351
7969.01392,0.06335
7961.29948,0.06323
7953.58505,0.06319
7945.87061,0.0632
7938.15617,0.06316
7930.44173,0.06307
7922.7273,0.06303
7915.01286,0.06303
7907.29842,0.06301
7899.58398,0.063
7891.86955,0.06297
7884.15511,0.06292
7876.44067,0.06287
7868.72623,0.06287
7861.0118,0.06284
7853.29736,0.06272
7845.58292,0.06255
7837.86848,0.06238
7830.15405,0.06223
7822.43961,0.06208
7814.72517,0.06193
7807.01073,0.06175
7799.2963,0.06152
7791.58186,0.0613
7783.86742,0.06108
7776.15298,0.06088
7768.43855,0.06071
7760.72411,0.0605
7753.00967,0.06025
7745.29523,0.06001
7737.5808,0.05982
7729.86636,0.05965
7722.15192,0.05946
7714.43748,0.05926
7706.72305,0.05911
7699.00861,0.05899
7691.29417,0.05886
7683.57973,0.05875
7675.8653,0.05867
7668.15086,0.05858
7660.43642,0.05848
7652.72198,0.0584
7645.00755,0.05833
7637.29311,0.05823
7629.57867,0.05816
7621.86423,0.05816
7614.1498,0.05819
7606.43536,0.05822
7598.72092,0.05824
7591.00648,0.05826
7583.29205,0.05828
7575.57761,0.0583
7567.86317,0.05838
7560.14874,0.05852
7552.4343,0.05869
7544.71986,0.05888
7537.00542,0.05911
7529.29099,0.0594
7521.57655,0.05971
7513.86211,0.06001
7506.14767,0.06038
7498.43324,0.06087
7490.7188,0.06141
7483.00436,0.06195
7475.28992,0.06256
7467.57549,0.06323
7459.86105,0.06394
7452.14661,0.06471
7444.43217,0.06557
7436.71774,0.06649
7429.0033,0.06744
7421.28886,0.06843
7413.57442,0.06949
7405.85999,0.0706
7398.14555,0.07174
7390.43111,0.07283
7382.71667,0.07391
7375.00224,0.07508
7367.2878,0.07631
7359.57336,0.07742
7351.85892,0.07834
7344.14449,0.07928
7336.43005,0.08032
7328.71561,0.08131
7321.00117,0.08219
7313.28674,0.083
7305.5723,0.08383
7297.85786,0.08465
7290.14342,0.08544
7282.42899,0.08621
7274.71455,0.08686
7267.00011,0.08735
7259.28567,0.0878
7251.57124,0.08821
7243.8568,0.0886
7236.14236,0.08913
7228.42792,0.08997
7220.71349,0.09103
7212.99905,0.09207
7205.28461,0.09313
7197.57017,0.09433
7189.85574,0.09545
7182.1413,0.09646
7174.42686,0.09741
7166.71242,0.09843
7158.99799,0.09969
7151.28355,0.10093
7143.56911,0.10214
7135.85467,0.1037
7128.14024,0.10542
7120.4258,0.10712
7112.71136,0.10899
7104.99692,0.11111
7097.28249,0.1135
7089.56805,0.11626
7081.85361,0.11922
7074.13917,0.12232
7066.42474,0.12571
7058.7103,0.12929
7050.99586,0.13299
7043.28142,0.13692
7035.56699,0.14101
7027.85255,0.14505
7020.13811,0.14907
7012.42367,0.15307
7004.70924,0.15702
6996.9948,0.16085
6989.28036,0.16448
6981.56592,0.16792
6973.85149,0.17119
6966.13705,0.17419
6958.42261,0.17687
6950.70817,0.17931
6942.99374,0.18154
6935.2793,0.18353
6927.56486,0.18526
6919.85042,0.18677
6912.13599,0.18812
6904.42155,0.18932
6896.70711,0.1903
6888.99267,0.19117
6881.27824,0.19195
6873.5638,0.19265
6865.84936,0.19326
6858.13492,0.19376
6850.42049,0.19416
6842.70605,0.19448
6834.99161,0.19474
6827.27717,0.19498
6819.56274,0.19516
6811.8483,0.19523
6804.13386,0.19524
6796.41942,0.19529
6788.70499,0.19537
6780.99055,0.19542
6773.27611,0.19539
6765.56167,0.19534
6757.84724,0.19532
6750.1328,0.19535
6742.41836,0.1954
6734.70392,0.1954
6726.98949,0.19539
6719.27505,0.1954
6711.56061,0.19543
6703.84617,0.19542
6696.13174,0.19533
6688.4173,0.19517
6680.70286,0.19499
6672.98842,0.1948
6665.27399,0.19455
6657.55955,0.19427
6649.84511,0.19399
6642.13067,0.19374
6634.41624,0.19351
6626.7018,0.19329
6618.98736,0.19302
6611.27292,0.19268
6603.55849,0.19226
6595.84405,0.19182
6588.12961,0.19143
6580.41517,0.19106
6572.70074,0.1907
6564.9863,0.19036
6557.27186,0.19002
6549.55742,0.18968
6541.84299,0.18937
6534.12855,0.18915
6526.41411,0.189
6518.69967,0.18891
6510.98524,0.18886
6503.2708,0.18881
6495.55636,0.18877
6487.84192,0.18878
6480.12749,0.18885
6472.41305,0.18895
6464.69861,0.18907
6456.98417,0.18922
6449.26974,0.18936
6441.5553,0.18951
6433.84086,0.1897
6426.12642,0.1899
6418.41199,0.19011
6410.69755,0.19036
6402.98311,0.19066
6395.26867,0.19096
6387.55424,0.19127
6379.8398,0.19154
6372.12536,0.19174
6364.41092,0.19189
6356.69649,0.192
6348.98205,0.19208
6341.26761,0.19212
6333.55317,0.19215
6325.83874,0.19212
6318.1243,0.19203
6310.40986,0.19187
6302.69543,0.19168
6294.98099,0.19143
6287.26655,0.1911
6279.55211,0.19074
6271.83768,0.19036
6264.12324,0.18991
6256.4088,0.18942
6248.69436,0.18892
6240.97993,0.18843
6233.26549,0.18793
6225.55105,0.18738
6217.83661,0.18681
6210.12218,0.18624
6202.40774,0.1857
6194.6933,0.18518
6186.97886,0.18468
6179.26443,0.18418
6171.54999,0.18367
6163.83555,0.18315
6156.12111,0.18265
6148.40668,0.18216
6140.69224,0.1817
6132.9778,0.18125
6125.26336,0.18083
6117.54893,0.18044
6109.83449,0.18008
6102.12005,0.17976
6094.40561,0.17949
6086.69118,0.17927
6078.97674,0.17911
6071.2623,0.17907
6063.54786,0.17914
6055.83343,0.17927
6048.11899,0.17945
6040.40455,0.17976
6032.69011,0.18019
6024.97568,0.18068
6017.26124,0.18116
6009.5468,0.18163
6001.83236,0.18207
5994.11793,0.18249
5986.40349,0.18292
5978.68905,0.18339
5970.97461,0.18395
5963.26018,0.18467
5955.54574,0.18555
5947.8313,0.18656
5940.11686,0.18773
5932.40243,0.18902
5924.68799,0.19041
5916.97355,0.19177
5909.25911,0.19297
5901.54468,0.19392
5893.83024,0.19473
5886.1158,0.19552
5878.40136,0.19631
5870.68693,0.19704
5862.97249,0.19773
5855.25805,0.19842
5847.54361,0.19917
5839.82918,0.20003
5832.11474,0.20098
5824.4003,0.20191
5816.68586,0.20281
5808.97143,0.20367
5801.25699,0.20454
5793.54255,0.2054
5785.82811,0.20611
5778.11368,0.2065
5770.39924,0.20648
5762.6848,0.20618
5754.97036,0.20583
5747.25593,0.20556
5739.54149,0.20535
5731.82705,0.20508
5724.11261,0.20468
5716.39818,0.20412
5708.68374,0.20351
5700.9693,0.20292
5693.25486,0.2024
5685.54043,0.20194
5677.82599,0.20148
5670.11155,0.20096
5662.39711,0.2003
5654.68268,0.19953
5646.96824,0.19873
5639.2538,0.19798
5631.53936,0.19731
5623.82493,0.19677
5616.11049,0.19632
5608.39605,0.1959
5600.68161,0.19551
5592.96718,0.19518
5585.25274,0.19488
5577.5383,0.19461
5569.82386,0.19434
5562.10943,0.194
5554.39499,0.19361
5546.68055,0.19326
5538.96611,0.19294
5531.25168,0.19265
5523.53724,0.19236
5515.8228,0.19206
5508.10836,0.19172
5500.39393,0.19128
5492.67949,0.1909
5484.96505,0.1907
5477.25061,0.19036
5469.53618,0.18979
5461.82174,0.18922
5454.1073,0.18858
5446.39286,0.18775
5438.67843,0.187
5430.96399,0.18657
5423.24955,0.18611
5415.53511,0.18536
5407.82068,0.18472
5400.10624,0.18434
5392.3918,0.18391
5384.67736,0.18348
5376.96293,0.18328
5369.24849,0.18324
5361.53405,0.18298
5353.81961,0.18236
5346.10518,0.18191
5338.39074,0.18218
5330.6763,0.18304
5322.96186,0.18405
5315.24743,0.18495
5307.53299,0.18585
5299.81855,0.18702
5292.10411,0.18858
5284.38968,0.19073
5276.67524,0.19328
5268.9608,0.19599
5261.24636,0.19914
5253.53193,0.20279
5245.81749,0.20679
5238.10305,0.21071
5230.38861,0.21424
5222.67418,0.21754
5214.95974,0.22043
5207.2453,0.22292
5199.53086,0.22515
5191.81643,0.22692
5184.10199,0.22825
5176.38755,0.22931
5168.67311,0.23003
5160.95868,0.23047
5153.24424,0.23084
5145.5298,0.23112
5137.81536,0.23128
5130.10093,0.23138
5122.38649,0.23149
5114.67205,0.23168
5106.95761,0.23205
5099.24318,0.23269
5091.52874,0.23366
5083.8143,0.23499
5076.09986,0.23661
5068.38543,0.23839
5060.67099,0.24008
5052.95655,0.24147
5045.24212,0.24249
5037.52768,0.24315
5029.81324,0.24349
5022.0988,0.24366
5014.38437,0.24383
5006.66993,0.24418
4998.95549,0.24487
4991.24105,0.24606
4983.52662,0.24792
4975.81218,0.2505
4968.09774,0.25381
4960.3833,0.25781
4952.66887,0.26251
4944.95443,0.26783
4937.23999,0.27363
4929.52555,0.27982
4921.81112,0.28635
4914.09668,0.29312
4906.38224,0.3
4898.6678,0.30688
4890.95337,0.31364
4883.23893,0.32014
4875.52449,0.32627
4867.81005,0.33194
4860.09562,0.33705
4852.38118,0.34163
4844.66674,0.34581
4836.9523,0.34968
4829.23787,0.35332
4821.52343,0.35677
4813.80899,0.36006
4806.09455,0.36318
4798.38012,0.3661
4790.66568,0.36884
4782.95124,0.37143
4775.2368,0.37385
4767.52237,0.37607
4759.80793,0.37808
4752.09349,0.37988
4744.37905,0.38143
4736.66462,0.3828
4728.95018,0.384
4721.23574,0.38489
4713.5213,0.38551
4705.80687,0.38588
4698.09243,0.38608
4690.37799,0.38614
4682.66355,0.38606
4674.94912,0.38577
4667.23468,0.3852
4659.52024,0.38436
4651.8058,0.3833
4644.09137,0.38204
4636.37693,0.38058
4628.66249,0.37902
4620.94805,0.37743
4613.23362,0.37582
4605.51918,0.37428
4597.80474,0.37295
4590.0903,0.37184
4582.37587,0.37088
4574.66143,0.36987
4566.94699,0.36872
4559.23255,0.36741
4551.51812,0.36595
4543.80368,0.36441
4536.08924,0.36281
4528.3748,0.36105
4520.66037,0.35908
4512.94593,0.35702
4505.23149,0.35506
4497.51705,0.35341
4489.80262,0.35232
4482.08818,0.35207
4474.37374,0.35276
4466.6593,0.35444
4458.94487,0.3571
4451.23043,0.36046
4443.51599,0.36424
4435.80155,0.36837
4428.08712,0.37288
4420.37268,0.37767
4412.65824,0.38247
4404.9438,0.3869
4397.22937,0.39059
4389.51493,0.39334
4381.80049,0.39524
4374.08605,0.39654
4366.37162,0.39746
4358.65718,0.39831
4350.94274,0.39937
4343.2283,0.40061
4335.51387,0.40176
4327.79943,0.40235
4320.08499,0.40207
4312.37055,0.4013
4304.65612,0.40068
4296.94168,0.40045
4289.22724,0.40051
4281.5128,0.40082
4273.79837,0.40137
4266.08393,0.40209
4258.36949,0.40249
4250.65505,0.4021
4242.94062,0.40114
4235.22618,0.40029
4227.51174,0.39973
4219.7973,0.39913
4212.08287,0.39848
4204.36843,0.39799
4196.65399,0.39784
4188.93955,0.39806
4181.22512,0.39854
4173.51068,0.39925
4165.79624,0.40013
4158.0818,0.40125
4150.36737,0.40274
4142.65293,0.40479
4134.93849,0.40757
4127.22405,0.41118
4119.50962,0.41562
4111.79518,0.42083
4104.08074,0.42684
4096.3663,0.43362
4088.65187,0.44101
4080.93743,0.44879
4073.22299,0.4568
4065.50855,0.46479
4057.79412,0.47235
4050.07968,0.47922
4042.36524,0.48526
4034.6508,0.49044
4026.93637,0.49464
4019.22193,0.4978
4011.50749,0.4998
4003.79305,0.50053
3996.07862,0.50018
3988.36418,0.4991
3980.64974,0.49747
3972.9353,0.49536
3965.22087,0.49271
3957.50643,0.48957
3949.79199,0.48627
3942.07755,0.48312
3934.36312,0.47969
3926.64868,0.4762
3918.93424,0.4732
3911.2198,0.46962
3903.50537,0.46495
3895.79093,0.46094
3888.07649,0.45818
3880.36205,0.45537
3872.64762,0.45241
3864.93318,0.44999
3857.21874,0.44849
3849.5043,0.44722
3841.78987,0.44574
3834.07543,0.44493
3826.36099,0.44486
3818.64655,0.44558
3810.93212,0.44636
3803.21768,0.4473
3795.50324,0.44998
3787.78881,0.45272
3780.07437,0.45469
3772.35993,0.45694
3764.64549,0.45814
3756.93106,0.45825
3749.21662,0.46055
3741.50218,0.46817
3733.78774,0.4796
3726.07331,0.49347
3718.35887,0.5104
3710.64443,0.54226
3702.92999,0.59915
3695.21556,0.67479
3687.50112,0.79212
3679.78668,0.95429
3672.07224,1.19609
3664.35781,1.53869
3656.64337,1.50154
3648.92893,1.14931
3641.21449,0.77735
3633.50006,0.46964
3625.78562,0.27383
3618.07118,0.23876
3610.35674,0.23506
3602.64231,0.23418
3594.92787,0.20717
